link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/74064831/,Benham and Reeves - City,"£10,000 pcm",3,Covent Garden,,,
https://www.zoopla.co.uk/to-rent/details/74137333/,Newington Real Estate Agents Limited,"£4,650 pcm",2,Baker Street,332,342,-10
https://www.onthemarket.com/details/18696897/,Bamboo Living - London,"5,099 pcm (£1,177 pw)",4,Baker Street,364,347,17
https://www.zoopla.co.uk/to-rent/details/73923848/,Hamptons - Maida Vale Lettings,"£3,350 pcm",2,Baker Street,239,342,-103
https://www.rightmove.co.uk/properties/92709939#/?channel=RES_LET,"OpenRent, London","£2,999 pcm
£692 pw",2,Victoria,214,347,-133
https://www.onthemarket.com/details/20271937/,Featured Property,"3,497 pcm (£807 pw)",2,Gloucester Road,250,350,-100
https://www.onthemarket.com/details/20251496/,Spotlight Property,"4,350 pcm (£1,004 pw)",2,Gloucester Road,311,350,-39
https://www.zoopla.co.uk/to-rent/details/74167824/,Barnard Marcus - Covent Garden,"£2,900 pcm",2,Covent Garden,207,390,-183
https://www.zoopla.co.uk/to-rent/details/74164930/,Newington Real Estate Agents Limited,"£5,447 pcm",2,Baker Street,389,342,47
https://www.zoopla.co.uk/to-rent/details/74081144/,Wetherell,"£5,500 pcm",2,Bond Street,393,495,-102
https://www.zoopla.co.uk/to-rent/details/74178104/,St George's Fields,"£3,302 pcm",2,Marble Arch,236,407,-171
https://www.zoopla.co.uk/to-rent/details/74166065/,Kaden Properties,"£5,100 pcm",4,Regent's Park,364,495,-131
https://www.onthemarket.com/details/20281755/,"Mornington Avenue, London W14","2,800 pcm (£646 pw)",2,Kensington Olympia,200,231,-31
https://www.onthemarket.com/details/20097705/,"Richmond Way, London W14","4,000 pcm (£923 pw)",3,Kensington Olympia,286,341,-55
https://www.onthemarket.com/details/20292401/,"Maygood St, London, N1","5,500 pcm (£1,269 pw)",4,Angel,393,436,-43
https://www.onthemarket.com/details/20291426/,"Bunhill Row, London EC1Y","2,850 pcm (£658 pw)",2,Old Street,204,233,-29
https://www.onthemarket.com/details/19903531/,"Paton Street, London EC1V","3,500 pcm (£808 pw)",,Old Street,,,
https://www.onthemarket.com/details/20278994/,"Acton Street, King's Cross, London","3,000 pcm (£692 pw)",2,King's Cross St Pancras,214,250,-36
https://www.rightmove.co.uk/properties/90703710#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,500 pcm
£808 pw",2,King's Cross St Pancras,250,250,0
https://www.rightmove.co.uk/properties/90629169#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,000 pcm
£692 pw",2,King's Cross St Pancras,214,250,-36
https://www.rightmove.co.uk/properties/90653001#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,250 pcm
£750 pw",2,King's Cross St Pancras,232,250,-18
https://www.rightmove.co.uk/properties/91584762#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,500 pcm
£808 pw",2,Goodge Street,250,341,-91
https://www.rightmove.co.uk/properties/92856042#/?channel=RES_LET,"London Move, London","£3,900 pcm
£900 pw",3,Russell Square,279,448,-169
https://www.rightmove.co.uk/properties/92079174#/?channel=RES_LET,"Marsh & Parsons, Earls Court","£5,500 pcm
£1,269 pw",3,Gloucester Road,393,506,-113
https://www.rightmove.co.uk/properties/92905905#/?channel=RES_LET,"Rosewood Estates, London","£2,400 pcm
£554 pw",2,Gloucester Road,171,350,-179
https://www.rightmove.co.uk/properties/92900892#/?channel=RES_LET,"Venice Properties Ltd, London","£2,750 pcm
£635 pw",2,Lancaster Gate,196,290,-94
