link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/50698500/,BPS London,"£3,250 pcm",2,Covent Garden,232,392,-160
https://www.zoopla.co.uk/to-rent/details/71077111/,Century 21 London Central,"£2,550 pcm",2,Covent Garden,182,392,-210
https://www.rightmove.co.uk/properties/157208378#/?channel=RES_LET,"Arbitrage Group, London","£5,750 pcm
£1,327 pw",3,Soho,411,637,-226
https://www.zoopla.co.uk/to-rent/details/70515022/,Winkworth - Knightsbridge & Chelsea,"£5,417 pcm",3,Baker Street,387,476,-89
https://www.zoopla.co.uk/to-rent/details/73789058/,Kubie Gold Associates,"£4,600 pcm",3,Baker Street,329,476,-147
https://www.zoopla.co.uk/to-rent/details/73485807/,Hamptons - Paddington Lettings,"£3,878 pcm",2,Marble Arch,277,408,-131
https://www.zoopla.co.uk/to-rent/details/73787557/,Lettings of London Ltd,"£5,750 pcm",4,Regent's Park,411,495,-84
https://www.rightmove.co.uk/properties/91219206#/?channel=RES_LET,"Draker KFH, Sloane Square","£5,200 pcm
£1,200 pw",2,Victoria,371,357,14
https://www.zoopla.co.uk/to-rent/details/51770681/,BPS London,"£3,750 pcm",3,King's Cross St Pancras,268,350,-82
https://www.rightmove.co.uk/properties/91210818#/?channel=RES_LET,"Century 21 London Central, Westminster","£2,650 pcm
£612 pw",2,King's Cross St Pancras,189,256,-67
https://www.rightmove.co.uk/properties/89646951#/?channel=RES_LET,"John D Wood & Co. Lettings, Earls Court","£3,200 pcm
£738 pw",2,Gloucester Road,229,355,-126
https://www.zoopla.co.uk/to-rent/details/71018750/,The Spaces Collective London,"£3,400 pcm",2,Soho,243,400,-157
https://www.zoopla.co.uk/to-rent/details/73215967/,Lotus Carlton,"£6,750 pcm",3,Soho,482,637,-155
https://www.zoopla.co.uk/to-rent/details/73416156/,KPIG,£900 pcm,3,Kensington Olympia,64,362,-298
https://www.zoopla.co.uk/to-rent/details/61210486/,JOHNS&CO - Brentford,"£2,650 pcm",2,Kensington Olympia,189,237,-48
https://www.zoopla.co.uk/to-rent/details/61069206/,Winkworth - Clerkenwell & City,"£4,767 pcm",3,Holborn,340,610,-270
https://www.zoopla.co.uk/to-rent/details/72123199/,Bamboo Living Ltd,"£4,500 pcm",4,Holborn,321,430,-109
https://www.zoopla.co.uk/to-rent/details/63949159/,BPS London,"£2,850 pcm",2,Chancery Lane,204,320,-116
https://www.zoopla.co.uk/to-rent/details/59003905/,Andrew Reeves - Westminster & Belgravia,"£3,000 pcm",2,Angel,214,236,-22
https://www.onthemarket.com/details/19989926/,"Radnor Street, London, EC1V","3,809 pcm (£879 pw)",3,Old Street,272,363,-91
