link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73547683/,Newington Real Estate Agents Limited,"£3,012 pcm",2,Marble Arch,215,408,-193
https://www.zoopla.co.uk/to-rent/details/62151153/,Fraser & Co  London West End Estate Agents,"£4,117 pcm",2,Marble Arch,294,408,-114
https://www.zoopla.co.uk/to-rent/details/71803886/,Cluttons - Hyde Park,"£6,933 pcm",4,Marble Arch,495,540,-45
https://www.rightmove.co.uk/properties/89210853#/?channel=RES_LET,"Knight Frank - Lettings, Hyde Park","£4,767 pcm
£1,100 pw",3,Marylebone,340,411,-71
https://www.rightmove.co.uk/properties/90196971#/?channel=RES_LET,"OpenRent, London","£2,816 pcm
£650 pw",2,Victoria,201,356,-155
https://www.rightmove.co.uk/properties/170420522#/?channel=RES_LET,"Douglas and Gordon, London","£5,500 pcm
£1,269 pw",3,Victoria,393,706,-313
https://www.zoopla.co.uk/to-rent/details/73565983/,Hamptons - Islington Lettings,"£5,612 pcm",4,Angel,401,436,-35
https://www.rightmove.co.uk/properties/90203592#/?channel=RES_LET,"Hogarth Estates, London","£5,500 pcm
£1,269 pw",2,Gloucester Road,393,353,40
https://www.zoopla.co.uk/to-rent/details/72920702/,MB Property Services,"£6,067 pcm",4,Covent Garden,433,957,-524
https://www.zoopla.co.uk/to-rent/details/72920637/,MB Property Services,"£4,550 pcm",3,Covent Garden,325,637,-312
https://www.zoopla.co.uk/to-rent/details/73564678/,Ultra Estates,"£5,200 pcm",2,Bond Street,371,492,-121
https://www.zoopla.co.uk/to-rent/details/73476350/,Hamiltons Sales & Lettings,"£6,500 pcm",4,Bond Street,464,1260,-796
https://www.zoopla.co.uk/to-rent/details/60310236/,Sandfords - Regent's Park,"£3,445 pcm",2,Regent's Park,246,354,-108
https://www.zoopla.co.uk/to-rent/details/73541875/,Oakford Estates Ltd,"£5,200 pcm",4,Regent's Park,371,495,-124
https://www.zoopla.co.uk/to-rent/details/73540797/,Huddletons,"£3,000 pcm",3,Regent's Park,214,514,-300
https://www.zoopla.co.uk/to-rent/details/73542585/,Jeremy Jacob,"£3,575 pcm",2,Kensington Olympia,255,237,18
https://www.zoopla.co.uk/to-rent/details/73430809/,Property Inside London,"£6,067 pcm",3,Holborn,433,609,-176
https://www.zoopla.co.uk/to-rent/details/59228436/,Right Room,"£3,975 pcm",3,Holborn,284,609,-325
https://www.zoopla.co.uk/to-rent/details/73567093/,OpenRent,"£5,200 pcm",4,Angel,371,436,-65
https://www.zoopla.co.uk/to-rent/details/54507627/,PG Estates,"£3,500 pcm",2,Angel,250,235,15
https://www.zoopla.co.uk/to-rent/details/73524564/,Austin Homes,"£3,700 pcm",2,Angel,264,235,29
https://www.zoopla.co.uk/to-rent/details/73338202/,Austin Homes,"£3,900 pcm",2,Angel,279,235,44
https://www.zoopla.co.uk/to-rent/details/73282599/,CityZEN London,"£3,380 pcm",2,Angel,241,235,6
https://www.zoopla.co.uk/to-rent/details/61920770/,Tower Quay Limited,"£3,200 pcm",2,Angel,229,235,-6
https://www.zoopla.co.uk/to-rent/details/73569158/,Right Now Residential,"£4,000 pcm",3,Old Street,286,363,-77
https://www.zoopla.co.uk/to-rent/details/70701148/,Hemmingfords,"£4,500 pcm",3,Old Street,321,363,-42
https://www.zoopla.co.uk/to-rent/details/73562167/,MK London Properties,"£3,497 pcm",2,Old Street,250,235,15
https://www.zoopla.co.uk/to-rent/details/52697228/,Tower Quay Limited,"£5,200 pcm",4,Old Street,371,436,-65
https://www.zoopla.co.uk/to-rent/details/73548871/,Frank Harris & Co. City,"£2,999 pcm",2,Old Street,214,235,-21
https://www.zoopla.co.uk/to-rent/details/59138282/,Strutt & Parker - Knightsbridge & Belgravia,"£4,498 pcm",2,Charing Cross,321,401,-80
https://www.zoopla.co.uk/to-rent/details/71783560/,Century 21 London Central,"£3,700 pcm",2,Charing Cross,264,401,-137
https://www.zoopla.co.uk/to-rent/details/73566789/,OpenRent,"£4,117 pcm",3,King's Cross St Pancras,294,346,-52
https://www.zoopla.co.uk/to-rent/details/73567316/,MB Property Services,"£5,997 pcm",4,Goodge Street,428,430,-2
https://www.onthemarket.com/details/8728307/,"St Peters Street, Islington, N1","3,750 pcm (£865 pw)",2,Angel,268,235,33
https://www.onthemarket.com/details/11428019/,"Homer Street, Marylebone, London","4,225 pcm (£975 pw)",3,Baker Street,302,474,-172
https://www.onthemarket.com/details/19809843/,Icon 25 Northern Quarter,"1,395 pcm (£322 pw)",2,Victoria,100,356,-256
https://www.onthemarket.com/details/7479356/,"Starcross Street, Euston","3,800 pcm (£877 pw)",3,Goodge Street,271,534,-263
https://www.zoopla.co.uk/to-rent/details/73567322/,MB Property Services,"£5,850 pcm",4,Covent Garden,418,957,-539
https://www.onthemarket.com/details/19812231/,London EC1V,"3,497 pcm (£807 pw)",2,Old Street,250,235,15
