link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.rightmove.co.uk/properties/90072702#/?channel=RES_LET,"LDG, London","£3,358 pcm
£775 pw",2,Covent Garden,240,391,-151
https://www.rightmove.co.uk/properties/90052368#/?channel=RES_LET,"LDG, London","£3,791 pcm
£875 pw",2,Covent Garden,271,391,-120
https://www.zoopla.co.uk/to-rent/details/73526656/,MB Property Services,"£5,997 pcm",3,Covent Garden,428,637,-209
https://www.rightmove.co.uk/properties/173483537#/?channel=RES_LET,"City Relay, London Short/Mid","£5,474 pcm
£1,263 pw
PREMIUM LISTING",2,Covent Garden,391,391,0
https://www.zoopla.co.uk/to-rent/details/73508381/,Benham and Reeves - Hyde Park,"£4,247 pcm",3,Baker Street,303,474,-171
https://www.zoopla.co.uk/to-rent/details/73390601/,OpenRent,"£3,358 pcm",2,Baker Street,240,349,-109
https://www.zoopla.co.uk/to-rent/details/42390221/,Home & Away Estates,"£2,600 pcm",2,Baker Street,186,349,-163
https://www.zoopla.co.uk/to-rent/details/72519902/,Bamboo Living Ltd,"£2,800 pcm",2,Baker Street,200,349,-149
https://www.zoopla.co.uk/to-rent/details/73434172/,Kubie Gold Associates,"£4,600 pcm",3,Baker Street,329,474,-145
https://www.zoopla.co.uk/to-rent/details/73418545/,Kinleigh Folkard & Hayward - Marylebone,"£2,900 pcm",2,Baker Street,207,349,-142
https://www.zoopla.co.uk/to-rent/details/65813338/,Manors,"£5,200 pcm",2,Baker Street,371,349,22
https://www.zoopla.co.uk/to-rent/details/73401677/,John D Wood & Co. - Primrose Hill Lettings,"£4,400 pcm",2,Baker Street,314,349,-35
https://www.zoopla.co.uk/to-rent/details/73340534/,Alliance London,"£4,550 pcm",3,Baker Street,325,474,-149
https://www.zoopla.co.uk/to-rent/details/70353190/,Hugh F Shaw & Co Ltd,"£4,767 pcm",2,Regent's Park,340,354,-14
https://www.zoopla.co.uk/to-rent/details/73263775/,Hamptons - Paddington Lettings,"£4,312 pcm",2,Baker Street,308,349,-41
https://www.zoopla.co.uk/to-rent/details/73517500/,Newington Real Estate Agents Limited,"£4,312 pcm",2,Baker Street,308,349,-41
https://www.rightmove.co.uk/properties/171941057#/?channel=RES_LET,"Housing Britain, Essex","£3,000 pcm
£692 pw
Fixed Price",3,Baker Street,214,474,-260
https://www.zoopla.co.uk/to-rent/details/73526590/,MB Property Services,"£4,983 pcm",2,Baker Street,356,349,7
https://www.zoopla.co.uk/to-rent/details/73502118/,VSB Consultancy,"£7,410 pcm",3,Bond Street,529,760,-231
https://www.zoopla.co.uk/to-rent/details/73527081/,Trevlyn Properties Ltd,"£5,460 pcm",2,Bond Street,390,492,-102
https://www.zoopla.co.uk/to-rent/details/73415752/,Wetherell,"£6,933 pcm",3,Bond Street,495,760,-265
https://www.zoopla.co.uk/to-rent/details/72460118/,Napier Watt,"£7,280 pcm",3,Bond Street,520,760,-240
https://www.zoopla.co.uk/to-rent/details/73501868/,Kinleigh Folkard & Hayward - Notting Hill,"£3,200 pcm",2,Marble Arch,229,408,-179
https://www.zoopla.co.uk/to-rent/details/73522480/,Newington Real Estate Agents Limited,"£3,315 pcm",2,Marble Arch,237,408,-171
https://www.zoopla.co.uk/to-rent/details/73415036/,Marsh & Parsons - Notting Hill,"£3,500 pcm",2,Marble Arch,250,408,-158
https://www.zoopla.co.uk/to-rent/details/70438133/,Kinleigh Folkard & Hayward - Bayswater,"£3,050 pcm",2,Marble Arch,218,408,-190
https://www.rightmove.co.uk/properties/173871719#/?channel=RES_LET,"Rentals And Sales, Wimbledon","£3,425 pcm
£790 pw",2,Marble Arch,245,408,-163
https://www.zoopla.co.uk/to-rent/details/72924927/,Fraser & Co  London West End Estate Agents,"£6,500 pcm",3,Marble Arch,464,632,-168
https://www.zoopla.co.uk/to-rent/details/58898215/,Carter Jonas - Marylebone,"£3,033 pcm",3,Marble Arch,217,632,-415
https://www.zoopla.co.uk/to-rent/details/73434882/,Newington Real Estate Agents Limited,"£9,967 pcm",3,Marble Arch,,,
https://www.zoopla.co.uk/to-rent/details/72601075/,Plaza Estates,"£5,499 pcm",3,Marylebone,393,411,-18
https://www.zoopla.co.uk/to-rent/details/73512151/,SJW Property Management Limited,"£4,600 pcm",2,Oxford Circus,329,408,-79
https://www.zoopla.co.uk/to-rent/details/73477747/,Newington Real Estate Agents Limited,"£3,012 pcm",2,Oxford Circus,215,408,-193
https://www.zoopla.co.uk/to-rent/details/69113276/,Oakford Estates Ltd,"£4,550 pcm",2,Regent's Park,325,354,-29
https://www.zoopla.co.uk/to-rent/details/73532840/,Benham and Reeves - Hampstead,"£4,095 pcm",2,Marylebone,292,299,-7
https://www.zoopla.co.uk/to-rent/details/73524916/,Fraser & Co  London West End Estate Agents,"£4,767 pcm",3,Marylebone,340,411,-71
https://www.zoopla.co.uk/to-rent/details/73516237/,Stones Residential,"£4,247 pcm",2,Marylebone,303,299,4
https://www.zoopla.co.uk/to-rent/details/73488771/,Hamptons - Paddington Lettings,"£4,311 pcm",3,Marylebone,308,411,-103
https://www.zoopla.co.uk/to-rent/details/73476700/,OpenRent,"£2,250 pcm",2,Marylebone,161,299,-138
https://www.zoopla.co.uk/to-rent/details/73471915/,HYBR,"£2,800 pcm",2,Marylebone,200,299,-99
https://www.zoopla.co.uk/to-rent/details/73405611/,OpenRent,"£4,800 pcm",4,Regent's Park,343,495,-152
https://www.zoopla.co.uk/to-rent/details/73427744/,OpenRent,"£4,300 pcm",4,Regent's Park,307,495,-188
https://www.zoopla.co.uk/to-rent/details/73426856/,OpenRent,"£4,350 pcm",2,Regent's Park,311,354,-43
https://www.zoopla.co.uk/to-rent/details/73455747/,The Property Company London Ltd,"£4,000 pcm",3,Regent's Park,286,514,-228
https://www.rightmove.co.uk/properties/89709252#/?channel=RES_LET,"Stirling Ackroyd Lettings, West End","£4,000 pcm
£923 pw
PREMIUM LISTING",3,Regent's Park,286,514,-228
https://www.zoopla.co.uk/to-rent/details/73417246/,OpenRent,"£5,373 pcm",4,Regent's Park,384,495,-111
https://www.zoopla.co.uk/to-rent/details/67806114/,Hudsons,"£4,160 pcm",2,Regent's Park,297,354,-57
https://www.rightmove.co.uk/properties/90079770#/?channel=RES_LET,"Andrew Reeves, Westminster & Pimlico","£3,750 pcm
£865 pw",2,Victoria,268,356,-88
https://www.rightmove.co.uk/properties/40735865#/?channel=RES_LET,"LCP Private Office, LCP Private Office","£3,142 pcm
£725 pw",2,Victoria,224,356,-132
https://www.rightmove.co.uk/properties/90048840#/?channel=RES_LET,"Goldwyn Knight, London","£5,850 pcm
£1,350 pw",4,Victoria,418,540,-122
https://www.rightmove.co.uk/properties/90078222#/?channel=RES_LET,"Bentley & Co, Camden","£4,767 pcm
£1,100 pw",4,King's Cross St Pancras,340,436,-96
https://www.rightmove.co.uk/properties/90051111#/?channel=RES_LET,"Portico, Bloomsbury","£3,750 pcm
£865 pw
SHARERS WELCOME",3,King's Cross St Pancras,268,346,-78
https://www.rightmove.co.uk/properties/90035688#/?channel=RES_LET,"Hamptons, Islington","£2,500 pcm
£577 pw",2,King's Cross St Pancras,179,255,-76
https://www.rightmove.co.uk/properties/150924296#/?channel=RES_LET,"Quest London, London","£3,753 pcm
£866 pw",3,King's Cross St Pancras,268,346,-78
https://www.rightmove.co.uk/properties/90020658#/?channel=RES_LET,"BPS London, London","£4,000 pcm
£923 pw",3,King's Cross St Pancras,286,346,-60
https://www.rightmove.co.uk/properties/90032859#/?channel=RES_LET,"London Homes Property Limited, London","£3,795 pcm
£876 pw",2,Russell Square,271,299,-28
https://www.rightmove.co.uk/properties/90072927#/?channel=RES_LET,"Prime Collection, London","£2,750 pcm
£635 pw",2,Gloucester Road,196,353,-157
https://www.rightmove.co.uk/properties/90070755#/?channel=RES_LET,"Newington estates, London","£6,067 pcm
£1,400 pw",3,Gloucester Road,433,538,-105
https://www.rightmove.co.uk/properties/90086334#/?channel=RES_LET,"Lurot Brand, South Kensington","£7,000 pcm
£1,615 pw",4,Lancaster Gate,500,540,-40
https://www.rightmove.co.uk/properties/90072186#/?channel=RES_LET,"Kinleigh Folkard & Hayward - Lettings, Bayswater","£2,800 pcm
£646 pw",2,Lancaster Gate,200,295,-95
https://www.rightmove.co.uk/properties/89891832#/?channel=RES_LET,"Draker KFH, Sloane Square","£3,445 pcm
£795 pw",2,Lancaster Gate,246,295,-49
https://www.zoopla.co.uk/to-rent/details/73463913/,LiFE Residential - Nine Elms Riverside,"£6,500 pcm",3,Covent Garden,464,637,-173
https://www.zoopla.co.uk/to-rent/details/73461069/,Kaden Properties,"£3,250 pcm",2,Covent Garden,232,391,-159
https://www.zoopla.co.uk/to-rent/details/64743139/,Hugh F Shaw & Co Ltd,"£3,250 pcm",2,Baker Street,232,349,-117
https://www.zoopla.co.uk/to-rent/details/60675243/,Sandfords - Regent's Park,"£4,225 pcm",3,Baker Street,302,474,-172
https://www.zoopla.co.uk/to-rent/details/73496909/,Marsh & Parsons - Marylebone & Mayfair,"£5,000 pcm",2,Baker Street,357,349,8
https://www.zoopla.co.uk/to-rent/details/73462514/,Kaden Properties,"£4,312 pcm",3,Baker Street,308,474,-166
https://www.zoopla.co.uk/to-rent/details/66177048/,Alvi Real Estate,"£3,300 pcm",2,Baker Street,236,349,-113
https://www.zoopla.co.uk/to-rent/details/55570880/,Ultra Estates,"£4,333 pcm",3,Baker Street,310,474,-164
https://www.zoopla.co.uk/to-rent/details/73415153/,PMP International,"£3,900 pcm",2,Baker Street,279,349,-70
https://www.zoopla.co.uk/to-rent/details/73411873/,OpenRent,"£3,500 pcm",2,Baker Street,250,349,-99
https://www.zoopla.co.uk/to-rent/details/61607750/,Sandfords - Regent's Park,"£2,925 pcm",2,Baker Street,209,349,-140
https://www.zoopla.co.uk/to-rent/details/73390638/,OpenRent,"£3,100 pcm",2,Baker Street,221,349,-128
https://www.zoopla.co.uk/to-rent/details/73374389/,OpenRent,"£3,500 pcm",3,Baker Street,250,474,-224
https://www.zoopla.co.uk/to-rent/details/73351397/,York Estates,"£6,062 pcm",3,Baker Street,433,474,-41
https://www.zoopla.co.uk/to-rent/details/69703761/,Manors,"£6,933 pcm",3,Bond Street,495,760,-265
https://www.zoopla.co.uk/to-rent/details/59213628/,eXp World UK,"£4,750 pcm",4,Marble Arch,339,540,-201
https://www.zoopla.co.uk/to-rent/details/73479093/,Venice Properties,"£6,700 pcm",4,Marble Arch,479,540,-61
https://www.zoopla.co.uk/to-rent/details/73378690/,Frank Harris & Co. Bloomsbury,"£3,100 pcm",2,Oxford Circus,221,408,-187
https://www.zoopla.co.uk/to-rent/details/73500500/,Venice Properties,"£4,000 pcm",3,Marylebone,286,411,-125
https://www.zoopla.co.uk/to-rent/details/73472377/,London Habitat,"£4,875 pcm",4,Marylebone,348,347,1
https://www.zoopla.co.uk/to-rent/details/73381325/,Oakford Estates Ltd,"£2,817 pcm",2,Regent's Park,201,354,-153
https://www.zoopla.co.uk/to-rent/details/59136828/,Sandfords - Regent's Park,"£4,983 pcm",3,Regent's Park,356,514,-158
https://www.zoopla.co.uk/to-rent/details/73519203/,Oakford Estates Ltd,"£4,225 pcm",3,Regent's Park,302,514,-212
https://www.zoopla.co.uk/to-rent/details/73514138/,Oakford Estates Ltd,"£3,142 pcm",3,Regent's Park,224,514,-290
https://www.zoopla.co.uk/to-rent/details/73499736/,Oakford Estates Ltd,"£5,092 pcm",4,Regent's Park,364,495,-131
https://www.zoopla.co.uk/to-rent/details/73499705/,Oakford Estates Ltd,"£6,175 pcm",5,Regent's Park,441,585,-144
https://www.zoopla.co.uk/to-rent/details/73499624/,Oakford Estates Ltd,"£4,333 pcm",4,Regent's Park,310,495,-185
https://www.zoopla.co.uk/to-rent/details/73483303/,OpenRent,"£2,800 pcm",2,Regent's Park,200,354,-154
https://www.zoopla.co.uk/to-rent/details/73462579/,Kaden Properties,"£5,417 pcm",4,Regent's Park,387,495,-108
https://www.zoopla.co.uk/to-rent/details/73462516/,Kaden Properties,"£5,200 pcm",4,Regent's Park,371,495,-124
https://www.zoopla.co.uk/to-rent/details/73462507/,Kaden Properties,"£6,283 pcm",5,Regent's Park,449,585,-136
https://www.zoopla.co.uk/to-rent/details/73461245/,Kaden Properties,"£3,943 pcm",3,Regent's Park,282,514,-232
https://www.zoopla.co.uk/to-rent/details/73453111/,Oakford Estates Ltd,"£3,683 pcm",3,Regent's Park,263,514,-251
