link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.rightmove.co.uk/properties/89976237#/?channel=RES_LET,"Knight Frank - Lettings, Marylebone","£6,283 pcm
£1,450 pw",3,Baker Street,449,474,-25
https://www.rightmove.co.uk/properties/89781465#/?channel=RES_LET,"Parkes Estate Agents, Kensington","£5,400 pcm
£1,246 pw",2,Baker Street,386,349,37
https://www.rightmove.co.uk/properties/89807400#/?channel=RES_LET,"Knight Frank - Lettings, Hyde Park","£12,497 pcm
£2,884 pw
PREMIUM LISTING",3,Bond Street,,,
https://www.rightmove.co.uk/properties/88354725#/?channel=RES_LET,"LDG, London","£4,000 pcm
£923 pw",2,Bond Street,286,492,-206
https://www.rightmove.co.uk/properties/89985429#/?channel=RES_LET,"Alexanders Property Consultants, West Hampstead","£2,492 pcm
£575 pw",2,Marylebone,178,299,-121
https://www.rightmove.co.uk/properties/89984865#/?channel=RES_LET,"Bamboo Living, London","£2,599 pcm
£600 pw",2,Marylebone,186,299,-113
https://www.rightmove.co.uk/properties/89995602#/?channel=RES_LET,"OpenRent, London","£4,500 pcm
£1,038 pw",3,King's Cross St Pancras,321,346,-25
https://www.rightmove.co.uk/properties/89981481#/?channel=RES_LET,"Bamboo Living, London","£4,799 pcm
£1,107 pw",3,Goodge Street,343,534,-191
https://www.rightmove.co.uk/properties/89975790#/?channel=RES_LET,"eXp UK, London","£3,850 pcm
£888 pw",2,Goodge Street,275,348,-73
https://www.rightmove.co.uk/properties/89993928#/?channel=RES_LET,"LDG, London","£3,999 pcm
£923 pw",2,Russell Square,286,299,-13
https://www.onthemarket.com/details/19770908/,"Goodge Street, Fitzrovia, London","5,200 pcm (£1,200 pw)",4,Oxford Circus,371,1260,-889
