link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/69704187/,Rochester Place Ltd,"£4,250 pcm",2,Baker Street,304,342,-38
https://www.zoopla.co.uk/to-rent/details/74317849/,David Mews - London,"£5,373 pcm",3,Baker Street,384,466,-82
https://www.zoopla.co.uk/to-rent/details/74315971/,Newington Real Estate Agents Limited,"£4,875 pcm",2,Baker Street,348,342,6
https://www.rightmove.co.uk/properties/93376197#/?channel=RES_LET,"Newington estates, London","£5,308 pcm
£1,225 pw",2,Baker Street,379,342,37
https://www.zoopla.co.uk/to-rent/details/56590650/,Robert Irving Burns,"£4,312 pcm",2,Bond Street,308,495,-187
https://www.zoopla.co.uk/to-rent/details/74299638/,OpenRent,"£10,000 pcm",3,Bond Street,,,
https://www.onthemarket.com/details/14761271/,Mayfair W1J,"4,767 pcm (£1,100 pw)",2,Bond Street,340,495,-155
https://www.zoopla.co.uk/to-rent/details/74315540/,Robert Irving Burns,"£3,358 pcm",2,Oxford Circus,240,403,-163
https://www.rightmove.co.uk/properties/91348740#/?channel=RES_LET,"OpenRent, London","£5,000 pcm
£1,154 pw",2,Oxford Circus,357,403,-46
https://www.rightmove.co.uk/properties/157489787#/?channel=RES_LET,"London Executive, London","£5,000 pcm
£1,154 pw",2,Oxford Circus,357,403,-46
https://www.rightmove.co.uk/properties/93453831#/?channel=RES_LET,"LDG, London","£3,500 pcm
£808 pw",2,Regent's Park,250,341,-91
https://www.rightmove.co.uk/properties/174196979#/?channel=RES_LET,"John D Wood & Co. Lettings, Belgravia","£3,597 pcm
£830 pw",2,Victoria,257,347,-90
https://www.zoopla.co.uk/to-rent/details/50484834/,Bentley & Co,"£3,142 pcm",2,Russell Square,224,299,-75
https://www.zoopla.co.uk/to-rent/details/74326434/,Kinleigh Folkard & Hayward - Islington,"£4,000 pcm",2,Holborn,286,380,-94
https://www.zoopla.co.uk/to-rent/details/74314848/,Draker KFH Sloane Square,"£4,000 pcm",2,Gloucester Road,286,350,-64
https://www.rightmove.co.uk/properties/92344050#/?channel=RES_LET,"Knight Frank - Lettings, Kensington","£7,497 pcm
£1,730 pw",3,Gloucester Road,536,506,30
https://www.rightmove.co.uk/properties/89864004#/?channel=RES_LET,"Parkes Estate Agents, Kensington","£4,750 pcm
£1,096 pw",2,Lancaster Gate,339,290,49
https://www.zoopla.co.uk/to-rent/details/73809335/,Alvi Real Estate,"£3,000 pcm",2,Baker Street,214,342,-128
https://www.zoopla.co.uk/to-rent/details/74326811/,Real London Estates,"£3,900 pcm",3,Marble Arch,279,620,-341
https://www.zoopla.co.uk/to-rent/details/74313581/,Lawson Rutter,"£3,500 pcm",3,Kensington Olympia,250,341,-91
https://www.zoopla.co.uk/to-rent/details/74285331/,Frank Harris & Co. Bloomsbury,"£4,500 pcm",3,Holborn,321,600,-279
https://www.zoopla.co.uk/to-rent/details/62435238/,Stirling Ackroyd - Clerkenwell,"£4,000 pcm",3,Chancery Lane,286,527,-241
https://www.zoopla.co.uk/to-rent/details/52732195/,Drivers & Norris,"£4,200 pcm",4,Angel,300,436,-136
https://www.zoopla.co.uk/to-rent/details/74276586/,SN Estates London,"£3,700 pcm",3,King's Cross St Pancras,264,338,-74
https://www.zoopla.co.uk/to-rent/details/74266998/,OpenRent,"£5,400 pcm",3,King's Cross St Pancras,386,338,48
https://www.zoopla.co.uk/to-rent/details/74296887/,Onslows Estate Agents,"£5,417 pcm",3,Gloucester Road,387,506,-119
https://www.onthemarket.com/details/18978455/,"Hand Axe Yard, King's Cross, St Pancras Place, London, WC1X","4,099 pcm (£946 pw)",2,King's Cross St Pancras,293,250,43
https://www.onthemarket.com/details/13673406/,Myspace Estate Agents - Islington,"4,312 pcm (£995 pw)",2,Bond Street,308,495,-187
https://www.rightmove.co.uk/properties/91727148#/?channel=RES_LET,"Ultra Estates, London","£5,417 pcm
£1,250 pw",2,Soho,387,396,-9
https://www.rightmove.co.uk/properties/151152236#/?channel=RES_LET,"Tony Alan Estates, London","£2,850 pcm
£658 pw",2,King's Cross St Pancras,204,250,-46
https://www.rightmove.co.uk/properties/93516447#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£4,500 pcm
£1,038 pw",3,Russell Square,321,448,-127
https://www.onthemarket.com/details/19827682/,Sandersons London - Holland Park,"10,617 pcm (£2,450 pw)",5,Kensington Olympia,,,
https://www.onthemarket.com/details/20008258/,"Carburton Street, London","2,999 pcm (£692 pw)",2,Oxford Circus,214,403,-189
https://www.onthemarket.com/details/18748444/,Featured Property,"3,190 pcm (£736 pw)",2,Farringdon,228,301,-73
