link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/74087838/,Winchester White,"£5,500 pcm",2,Oxford Circus,393,408,-15
https://www.rightmove.co.uk/properties/92410329#/?channel=RES_LET,"HYBR, West London","£3,700 pcm
£854 pw",3,Marylebone,264,413,-149
https://www.rightmove.co.uk/properties/91353786#/?channel=RES_LET,"Oaktree West London, London","£2,675 pcm
£617 pw",2,Regent's Park,191,355,-164
https://www.rightmove.co.uk/properties/172241588#/?channel=RES_LET,"Harris Le Beau, London","£6,000 pcm
£1,385 pw
TOWN CENTRE LOCATION",3,Regent's Park,429,512,-83
https://www.rightmove.co.uk/properties/92566584#/?channel=RES_LET,"OpenRent, London","£3,987 pcm
£920 pw",3,King's Cross St Pancras,285,350,-65
https://www.rightmove.co.uk/properties/90373086#/?channel=RES_LET,"LDG, London","£3,650 pcm
£842 pw",2,Russell Square,261,298,-37
https://www.rightmove.co.uk/properties/91517175#/?channel=RES_LET,"Maskells Estate Agents Ltd, London","£4,500 pcm
£1,038 pw",2,Gloucester Road,321,355,-34
https://www.zoopla.co.uk/to-rent/details/74054636/,Marsh & Parsons - Brook Green,"£2,800 pcm",2,Kensington Olympia,200,237,-37
https://www.zoopla.co.uk/to-rent/details/74013060/,Marsh & Parsons - Brook Green,"£3,750 pcm",2,Kensington Olympia,268,237,31
https://www.zoopla.co.uk/to-rent/details/73860177/,Marsh & Parsons - Brook Green,"£3,750 pcm",3,Kensington Olympia,268,362,-94
https://www.zoopla.co.uk/to-rent/details/74105203/,OpenRent,"£2,200 pcm",2,Angel,157,236,-79
https://www.zoopla.co.uk/to-rent/details/74104592/,JC Living,"£4,117 pcm",3,Goodge Street,294,532,-238
https://www.onthemarket.com/details/20193064/,"Addison Bridge Place, London, W14","3,800 pcm (£877 pw)",3,Kensington Olympia,271,362,-91
https://www.onthemarket.com/details/12595421/,"Strathmore Court, London","8,753 pcm (£2,020 pw)",5,Baker Street,,,
https://www.rightmove.co.uk/properties/92526039#/?channel=RES_LET,"UKmate, London","£2,805 pcm
£647 pw",2,Marylebone,200,299,-99
https://www.onthemarket.com/details/20236782/,"Burton Street, London","4,117 pcm (£950 pw)",3,King's Cross St Pancras,294,350,-56
https://www.rightmove.co.uk/properties/92377848#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£4,500 pcm
£1,038 pw",4,King's Cross St Pancras,321,436,-115
https://www.onthemarket.com/details/20050938/,"Grimthorpe House, Percival Street, London","4,500 pcm (£1,038 pw)",4,Farringdon,321,496,-175
https://www.onthemarket.com/details/20236642/,London SW7,"3,900 pcm (£900 pw)",2,Gloucester Road,279,355,-76
