link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/70781282/,,"£3,900 pcm",2,Covent Garden,279,391,-112
https://www.zoopla.co.uk/to-rent/details/73515787/,,"£5,200 pcm",2,Covent Garden,371,391,-20
https://www.zoopla.co.uk/to-rent/details/73522039/,,"£5,417 pcm",2,Covent Garden,387,391,-4
https://www.zoopla.co.uk/to-rent/details/64672627/,,"£5,999 pcm",3,Holborn,428,609,-181
https://www.zoopla.co.uk/to-rent/details/73475526/,,"£5,500 pcm",2,Covent Garden,393,391,2
https://www.zoopla.co.uk/to-rent/details/73447071/,,"£4,500 pcm",2,Holborn,321,378,-57
https://www.zoopla.co.uk/to-rent/details/65566123/,,"£4,500 pcm",3,Holborn,321,609,-288
https://www.zoopla.co.uk/to-rent/details/73283277/,,"£3,878 pcm",2,Holborn,277,378,-101
https://www.zoopla.co.uk/to-rent/details/67224843/,,"£5,250 pcm",3,Soho,375,637,-262
https://www.rightmove.co.uk/properties/157208378#/?channel=RES_LET,"Arbitrage Group, London","£5,750 pcm
£1,327 pw",3,Soho,411,637,-226
https://www.rightmove.co.uk/properties/90009966#/?channel=RES_LET,"Newington estates, London","£3,618 pcm
£835 pw",2,Baker Street,258,349,-91
https://www.zoopla.co.uk/to-rent/details/73510152/,,"£6,283 pcm",3,Baker Street,449,474,-25
https://www.zoopla.co.uk/to-rent/details/70764588/,,"£5,400 pcm",2,Baker Street,386,349,37
https://www.zoopla.co.uk/to-rent/details/73488311/,,"£4,767 pcm",2,Baker Street,340,349,-9
https://www.zoopla.co.uk/to-rent/details/73485807/,,"£3,878 pcm",2,Baker Street,277,349,-72
https://www.zoopla.co.uk/to-rent/details/73470871/,,"£4,766 pcm",3,Baker Street,340,474,-134
https://www.zoopla.co.uk/to-rent/details/73459960/,,"£3,800 pcm",2,Bond Street,271,492,-221
https://www.zoopla.co.uk/to-rent/details/73362694/,,"£2,985 pcm",2,Bond Street,213,492,-279
https://www.zoopla.co.uk/to-rent/details/68900080/,,"£4,000 pcm",2,Baker Street,286,349,-63
https://www.rightmove.co.uk/properties/89439378#/?channel=RES_LET,"John D Wood & Co. Lettings, Primrose Hill","£4,400 pcm
£1,015 pw",2,Baker Street,314,349,-35
https://www.zoopla.co.uk/to-rent/details/73463915/,,"£6,000 pcm",3,Bond Street,429,760,-331
https://www.zoopla.co.uk/to-rent/details/53212469/,,"£3,900 pcm",3,Baker Street,279,474,-195
https://www.zoopla.co.uk/to-rent/details/73472218/,,"£4,983 pcm",2,Baker Street,356,349,7
https://www.zoopla.co.uk/to-rent/details/73486871/,,"£7,410 pcm",3,Bond Street,529,760,-231
https://www.zoopla.co.uk/to-rent/details/73485935/,,"£5,460 pcm",2,Bond Street,390,492,-102
https://www.zoopla.co.uk/to-rent/details/73399179/,,"£4,117 pcm",2,Bond Street,294,492,-198
https://www.zoopla.co.uk/to-rent/details/73398513/,,"£4,550 pcm",2,Bond Street,325,492,-167
https://www.rightmove.co.uk/properties/90041829#/?channel=RES_LET,"eXp UK, London","£4,750 pcm
£1,096 pw",4,Marble Arch,339,540,-201
https://www.zoopla.co.uk/to-rent/details/73484450/,,"£4,117 pcm",2,Goodge Street,294,348,-54
https://www.zoopla.co.uk/to-rent/details/70411150/,,"£3,500 pcm",2,Baker Street,250,349,-99
https://www.zoopla.co.uk/to-rent/details/73492928/,,"£4,750 pcm",4,Regent's Park,339,495,-156
https://www.zoopla.co.uk/to-rent/details/73486216/,,"£5,417 pcm",3,Victoria,387,706,-319
https://www.zoopla.co.uk/to-rent/details/73477545/,,"£2,750 pcm",2,Victoria,196,356,-160
https://www.zoopla.co.uk/to-rent/details/73467899/,,"£3,400 pcm",2,Victoria,243,356,-113
https://www.zoopla.co.uk/to-rent/details/73507005/,,"£3,400 pcm",3,King's Cross St Pancras,243,346,-103
https://www.rightmove.co.uk/properties/149357432#/?channel=RES_LET,"Bentley & Co, Camden","£2,643 pcm
£610 pw",2,King's Cross St Pancras,189,255,-66
https://www.rightmove.co.uk/properties/90027483#/?channel=RES_LET,"Portico, Bloomsbury","£3,500 pcm
£808 pw
PREMIUM LISTING",3,King's Cross St Pancras,250,346,-96
https://www.zoopla.co.uk/to-rent/details/48704306/,,"£4,000 pcm",3,King's Cross St Pancras,286,346,-60
https://www.zoopla.co.uk/to-rent/details/73506902/,,"£4,500 pcm",3,King's Cross St Pancras,321,346,-25
