link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.rightmove.co.uk/properties/93150360#/?channel=RES_LET,"Newington estates, London","£5,415 pcm
£1,250 pw",2,Baker Street,387,342,45
https://www.rightmove.co.uk/properties/93243192#/?channel=RES_LET,"E J Harris, London","£3,792 pcm
£875 pw",2,Bond Street,271,495,-224
https://www.rightmove.co.uk/properties/93196749#/?channel=RES_LET,"London Property Broker, London","£8,995 pcm
£2,076 pw",5,Marble Arch,,,
https://www.zoopla.co.uk/to-rent/details/70620187/,Hudsons,"£3,142 pcm",2,Goodge Street,224,341,-117
https://www.onthemarket.com/details/17711097/,Featured Property,"6,500 pcm (£1,500 pw)",3,Gloucester Road,464,506,-42
https://www.rightmove.co.uk/properties/91581564#/?channel=RES_LET,"Lurot Brand, South Kensington","£11,000 pcm
£2,538 pw
RECENTLY RENOVATED",4,Lancaster Gate,,,
https://www.zoopla.co.uk/to-rent/details/74267001/,OpenRent,"£2,900 pcm",2,Oxford Circus,207,403,-196
https://www.zoopla.co.uk/to-rent/details/74267524/,BM,"£4,900 pcm",3,Marylebone,350,403,-53
https://www.zoopla.co.uk/to-rent/details/74249974/,Benham and Reeves - City,"£3,700 pcm",2,Chancery Lane,264,321,-57
https://www.zoopla.co.uk/to-rent/details/74267145/,OB Property,"£3,250 pcm",2,Victoria,232,347,-115
https://www.zoopla.co.uk/to-rent/details/74046046/,MK London Properties,"£4,099 pcm",2,Russell Square,293,299,-6
https://www.onthemarket.com/details/20147386/,"Richmond Avenue, London, N1","2,975 pcm (£687 pw)",2,Angel,212,241,-29
https://www.onthemarket.com/details/20342769/,"Theberton Street, London, N1","4,200 pcm (£969 pw)",,Angel,,,
https://www.onthemarket.com/details/12523822/,"Dorset Square, Marylebone, London","6,799 pcm (£1,569 pw)",3,Baker Street,486,466,20
https://www.rightmove.co.uk/properties/93253611#/?channel=RES_LET,"David Astburys, Hampstead","£2,350 pcm
£542 pw",2,Marylebone,168,290,-122
https://www.rightmove.co.uk/properties/93250974#/?channel=RES_LET,"London Move, London","£3,900 pcm
£900 pw",3,Russell Square,279,448,-169
https://www.onthemarket.com/details/20134601/,Featured Property,"2,340 pcm (£540 pw)",2,Kensington Olympia,167,231,-64
https://www.onthemarket.com/details/20356131/,"Dombey Street, Holborn","3,900 pcm (£900 pw)",3,Holborn,279,600,-321
https://www.onthemarket.com/details/20157676/,London W1J,"7,280 pcm (£1,680 pw)",3,Bond Street,520,724,-204
