link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/72443820/,Let UK Home,"£7,410 pcm",3,Bond Street,529,761,-232
https://www.zoopla.co.uk/to-rent/details/72694629/,SN Estates London,"£7,410 pcm",3,Bond Street,529,761,-232
https://www.zoopla.co.uk/to-rent/details/71803886/,Cluttons - Hyde Park,"£6,933 pcm",4,Marble Arch,495,540,-45
https://www.rightmove.co.uk/properties/170420522#/?channel=RES_LET,"Douglas and Gordon, London","£5,500 pcm
£1,269 pw",3,Victoria,393,708,-315
https://www.rightmove.co.uk/properties/91070661#/?channel=RES_LET,"OpenRent, London","£4,117 pcm
£950 pw",3,King's Cross St Pancras,294,350,-56
https://www.zoopla.co.uk/to-rent/details/64823690/,Winkworth - West End,"£3,358 pcm",2,Holborn,240,380,-140
https://www.onthemarket.com/details/13954856/,"Roland Gardens, South Kensington, SW7","4,008 pcm (£925 pw)",2,Gloucester Road,286,355,-69
https://www.zoopla.co.uk/to-rent/details/72920702/,MB Property Services,"£6,067 pcm",4,Covent Garden,433,957,-524
https://www.zoopla.co.uk/to-rent/details/72920637/,MB Property Services,"£4,550 pcm",3,Covent Garden,325,639,-314
https://www.zoopla.co.uk/to-rent/details/73818866/,Eldridge Estates,"£3,400 pcm",2,Baker Street,243,348,-105
https://www.zoopla.co.uk/to-rent/details/73817702/,Oakford Estates Ltd,"£5,633 pcm",3,Holborn,402,610,-208
https://www.zoopla.co.uk/to-rent/details/73821995/,OpenRent,"£5,500 pcm",4,Angel,393,436,-43
https://www.zoopla.co.uk/to-rent/details/73818706/,Locus Hackney Ltd,"£2,700 pcm",2,Angel,193,236,-43
https://www.zoopla.co.uk/to-rent/details/73817068/,OpenRent,"£3,800 pcm",2,Angel,271,236,35
https://www.onthemarket.com/details/19107254/,Spotlight Property,"2,795 pcm (£645 pw)",2,Kensington Olympia,200,237,-37
https://www.onthemarket.com/details/19812261/,"Gough House, London, N1","5,200 pcm (£1,200 pw)",4,Angel,371,436,-65
https://www.onthemarket.com/details/19693080/,"Starcross Street, London","2,600 pcm (£600 pw)",2,Regent's Park,186,355,-169
https://www.rightmove.co.uk/properties/91351875#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,100 pcm
£715 pw",2,King's Cross St Pancras,221,256,-35
https://www.rightmove.co.uk/properties/91355454#/?channel=RES_LET,"Marsh & Parsons, Notting Hill","£3,250 pcm
£750 pw",2,Lancaster Gate,232,296,-64
https://www.onthemarket.com/details/19809843/,Icon 25 Northern Quarter,"1,350 pcm (£312 pw)",2,Victoria,96,357,-261
https://www.onthemarket.com/details/7479356/,"Starcross Street, Euston","3,700 pcm (£854 pw)",3,Goodge Street,264,532,-268
