link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.onthemarket.com/details/20075391/,"Odhams Walk, London WC2H","3,800 pcm (£877 pw)",2,Covent Garden,271,392,-121
https://www.rightmove.co.uk/properties/169008320#/?channel=RES_LET,"John D Wood & Co. Lettings, Belgravia","£10,547 pcm
£2,434 pw",3,Covent Garden,,,
https://www.rightmove.co.uk/properties/91545339#/?channel=RES_LET,"OpenRent, London","£2,900 pcm
£669 pw",2,Marylebone,207,299,-92
https://www.rightmove.co.uk/properties/87816825#/?channel=RES_LET,"Winkworth, West End","£8,645 pcm
£1,995 pw",3,Regent's Park,,,
https://www.zoopla.co.uk/to-rent/details/73904690/,Hamptons – Pimlico & Westminster Lettings,"£5,000 pcm",2,Victoria,357,357,0
https://www.rightmove.co.uk/properties/91705452#/?channel=RES_LET,"OpenRent, London","£5,400 pcm
£1,246 pw",3,King's Cross St Pancras,386,350,36
https://www.rightmove.co.uk/properties/91680483#/?channel=RES_LET,"Stirling Ackroyd Lettings, West End","£3,700 pcm
£854 pw",2,King's Cross St Pancras,264,256,8
https://www.rightmove.co.uk/properties/91679049#/?channel=RES_LET,"Cluttons, Islington - Lettings","£3,250 pcm
£750 pw",2,King's Cross St Pancras,232,256,-24
https://www.rightmove.co.uk/properties/90451878#/?channel=RES_LET,"Hamptons, Chelsea","£9,100 pcm
£2,100 pw
PREMIUM LISTING",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/90300006#/?channel=RES_LET,"Draker KFH, Sloane Square","£8,645 pcm
£1,995 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/151280159#/?channel=RES_LET,"Harding Green, London & Country","£8,493 pcm
£1,960 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/91694028#/?channel=RES_LET,"Homelink Lettings & Estates, London","£3,000 pcm
£692 pw",2,Lancaster Gate,214,296,-82
https://www.rightmove.co.uk/properties/91571913#/?channel=RES_LET,"Carter Jonas Lettings, Kensington & Chelsea","£8,017 pcm
£1,850 pw
NEW LISTING",3,Lancaster Gate,,,
https://www.zoopla.co.uk/to-rent/details/73900994/,Kravens,"£1,195 pcm",3,Baker Street,85,476,-391
https://www.zoopla.co.uk/to-rent/details/73900593/,99Home Ltd,"£3,000 pcm",2,Angel,214,236,-22
https://www.zoopla.co.uk/to-rent/details/73907178/,LettingaProperty.com,"£2,800 pcm",2,Old Street,200,236,-36
https://www.zoopla.co.uk/to-rent/details/47458356/,Elkay Properties Ltd,"£3,290 pcm",3,Old Street,235,363,-128
https://www.zoopla.co.uk/to-rent/details/73889512/,VNRE,"£3,450 pcm",2,Old Street,246,236,10
https://www.zoopla.co.uk/to-rent/details/68049414/,Hemmingfords,"£4,250 pcm",3,Old Street,304,363,-59
https://www.zoopla.co.uk/to-rent/details/73881730/,OpenRent,"£2,600 pcm",2,Old Street,186,236,-50
https://www.zoopla.co.uk/to-rent/details/55732673/,Stirling Ackroyd - Shoreditch,"£3,300 pcm",2,Old Street,236,236,0
https://www.zoopla.co.uk/to-rent/details/73896342/,Marsh & Parsons - Earls Court,"£3,683 pcm",2,Gloucester Road,263,355,-92
https://www.onthemarket.com/details/19874625/,"North End Road, London, W14","2,650 pcm (£612 pw)",2,Kensington Olympia,189,237,-48
https://www.onthemarket.com/details/19875084/,"Pleydell Estate, London, EC1V","2,700 pcm (£623 pw)",2,Old Street,193,236,-43
https://www.onthemarket.com/details/20046448/,Featured Property,"2,700 pcm (£623 pw)",2,Covent Garden,193,392,-199
https://www.onthemarket.com/details/5535551/,"Colosseum Terrace, Regents Park","3,500 pcm (£808 pw)",2,Regent's Park,250,355,-105
https://www.onthemarket.com/details/20068267/,JC Living - Kings Cross,"3,748 pcm (£865 pw)",2,Regent's Park,268,355,-87
https://www.rightmove.co.uk/properties/89238318#/?channel=RES_LET,"Jackson-Stops, Pimlico","£3,250 pcm
£750 pw",2,Victoria,232,357,-125
https://www.rightmove.co.uk/properties/87949803#/?channel=RES_LET,"RR Properties, London","£10,617 pcm
£2,450 pw",3,Gloucester Road,,,
https://www.onthemarket.com/details/17212516/,"Chesterton Square, London","3,445 pcm (£795 pw)",2,Kensington Olympia,246,237,9
https://www.onthemarket.com/details/20064625/,"Spear Mews London, Royal Borough of Kensington and Chelsea","5,001 pcm (£1,154 pw)",,Gloucester Road,,,
https://www.onthemarket.com/details/14364352/,London W1K,"11,267 pcm (£2,600 pw)",3,Bond Street,,,
