link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.onthemarket.com/details/19708185/,,"2,925 pcm (£675 pw)",2,Covent Garden,209,391,-182
https://www.rightmove.co.uk/properties/88380876#/?channel=RES_LET,"Coopers, London","£7,600 pcm
£1,754 pw",4,Soho,,,
https://www.rightmove.co.uk/properties/171223916#/?channel=RES_LET,"Hamptons, Sloane Square","£11,000 pcm
£2,538 pw",3,Bond Street,,,
https://www.rightmove.co.uk/properties/88378185#/?channel=RES_LET,"Domus Nova, London","£12,848 pcm
£2,965 pw",3,Oxford Circus,,,
https://www.rightmove.co.uk/properties/89632215#/?channel=RES_LET,"Farrell Lewis Estates, London","£3,950 pcm
£912 pw",2,Victoria,282,356,-74
https://www.rightmove.co.uk/properties/89613219#/?channel=RES_LET,"Stirling Ackroyd Lettings, West End","£3,900 pcm
£900 pw",2,Goodge Street,279,348,-69
https://www.rightmove.co.uk/properties/89646951#/?channel=RES_LET,"John D Wood & Co. Lettings, Earls Court","£3,350 pcm
£773 pw",2,Gloucester Road,239,353,-114
https://www.onthemarket.com/details/19707295/,Ashburn Gardens South Kensington SW7,"3,500 pcm (£808 pw)",2,Gloucester Road,250,353,-103
https://www.rightmove.co.uk/properties/89648544#/?channel=RES_LET,"Kinleigh Folkard & Hayward - Lettings, Bayswater","£4,250 pcm
£981 pw",3,Lancaster Gate,304,462,-158
https://www.onthemarket.com/details/18966956/,"St. Giles High Street, London WC2H","3,683 pcm (£850 pw)",2,Covent Garden,263,391,-128
https://www.onthemarket.com/details/19704174/,"Lily Close, London, W14","2,650 pcm (£612 pw)",2,Kensington Olympia,189,237,-48
https://www.onthemarket.com/details/19702923/,"Gunterstone Road, London, W14","2,750 pcm (£635 pw)",2,Kensington Olympia,196,237,-41
https://www.onthemarket.com/details/19708178/,,"2,847 pcm (£657 pw)",2,Old Street,203,235,-32
https://www.rightmove.co.uk/properties/88387026#/?channel=RES_LET,"Ultra Estates, London","£3,228 pcm
£745 pw",2,Baker Street,231,349,-118
https://www.rightmove.co.uk/properties/88797768#/?channel=RES_LET,"Marsh & Parsons, Little Venice","£3,500 pcm
£808 pw",2,Marylebone,250,299,-49
https://www.onthemarket.com/details/19709611/,Only With Us,"1,475 pcm (£340 pw)",2,Victoria,105,356,-251
https://www.onthemarket.com/details/8507349/,Halo House - 2 bed apt,"1,525 pcm (£352 pw)",2,Victoria,109,356,-247
