link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/61078084/,Winkworth - West End,"£3,683 pcm",2,Holborn,263,378,-115
https://www.zoopla.co.uk/to-rent/details/52586540/,Carter Jonas - Marylebone,"£5,200 pcm",2,Bond Street,371,492,-121
https://www.zoopla.co.uk/to-rent/details/67760799/,Winkworth - West End,"£5,200 pcm",3,Goodge Street,371,534,-163
https://www.rightmove.co.uk/properties/90565593#/?channel=RES_LET,"Urban Lettings, London","£2,900 pcm
£669 pw",2,Marylebone,207,299,-92
https://www.zoopla.co.uk/to-rent/details/58056538/,BPS London,"£3,400 pcm",2,Regent's Park,243,354,-111
https://www.rightmove.co.uk/properties/90587388#/?channel=RES_LET,"BPS London, London","£3,250 pcm
£750 pw",2,King's Cross St Pancras,232,255,-23
https://www.rightmove.co.uk/properties/88629201#/?channel=RES_LET,"Fox Gregory, St. Johns Wood","£3,649 pcm
£842 pw",2,King's Cross St Pancras,261,255,6
https://www.zoopla.co.uk/to-rent/details/60552738/,Stirling Ackroyd - West End,"£6,912 pcm",3,Holborn,494,609,-115
https://www.zoopla.co.uk/to-rent/details/73528624/,Rentr,"£6,395 pcm",6,Russell Square,457,866,-409
https://www.zoopla.co.uk/to-rent/details/73645277/,OpenRent,"£3,700 pcm",2,Russell Square,264,299,-35
https://www.zoopla.co.uk/to-rent/details/55992758/,Square Quarters,"£3,800 pcm",2,Russell Square,271,299,-28
https://www.rightmove.co.uk/properties/90451878#/?channel=RES_LET,"Hamptons, Chelsea","£9,100 pcm
£2,100 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/90300006#/?channel=RES_LET,"Draker KFH, Sloane Square","£8,645 pcm
£1,995 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/151280159#/?channel=RES_LET,"Harding Green, London & Country","£8,493 pcm
£1,960 pw",3,Gloucester Road,,,
https://www.zoopla.co.uk/to-rent/details/73647128/,OpenRent,"£4,800 pcm",4,Regent's Park,343,495,-152
https://www.zoopla.co.uk/to-rent/details/73639341/,OpenRent,"£2,890 pcm",2,Old Street,206,235,-29
https://www.zoopla.co.uk/to-rent/details/73650673/,Carter & Reeves,"£2,650 pcm",2,Russell Square,189,299,-110
https://www.openrent.co.uk/property-to-rent/london/4-bed-flat-rothay-nw1/2955661,,"£4,650 pcm",4,Regent's Park,332,495,-163
https://www.openrent.co.uk/property-to-rent/london/4-bed-flat-grimthorpe-house-ec1v/1057470,,"£1,280 pcm",4,Farringdon,91,496,-405
https://www.onthemarket.com/details/19874625/,"North End Road, London, W14","2,650 pcm (£612 pw)",2,Kensington Olympia,189,237,-48
https://www.onthemarket.com/details/19873368/,"Gwendwr Road, West Kensington, London, W14","2,450 pcm (£565 pw)",2,Kensington Olympia,175,237,-62
https://www.onthemarket.com/details/19869958/,"Gate Street, LONDON","3,000 pcm (£692 pw)",2,Covent Garden,214,391,-177
https://www.rightmove.co.uk/properties/90590520#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£2,600 pcm
£600 pw",2,King's Cross St Pancras,186,255,-69
https://www.onthemarket.com/details/19877825/,Chapel Market,"2,650 pcm (£612 pw)",2,Angel,189,235,-46
https://www.onthemarket.com/details/19431205/,"Marylebone Road, London","3,467 pcm (£800 pw)",2,Baker Street,248,349,-101
