link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73999671/,Newington Real Estate Agents Limited,"£5,370 pcm",2,Baker Street,384,348,36
https://www.rightmove.co.uk/properties/89644776#/?channel=RES_LET,"Croft International, London","£9,815 pcm
£2,265 pw",4,Baker Street,,,
https://www.zoopla.co.uk/to-rent/details/70620187/,Hudsons,"£3,142 pcm",2,Oxford Circus,224,408,-184
https://www.rightmove.co.uk/properties/92110809#/?channel=RES_LET,"Ashley Milton, London","£4,150 pcm
£958 pw",4,Marylebone,296,347,-51
https://www.rightmove.co.uk/properties/90382944#/?channel=RES_LET,"OpenRent, London","£2,950 pcm
£681 pw",2,King's Cross St Pancras,211,256,-45
https://www.rightmove.co.uk/properties/89924463#/?channel=RES_LET,"Victorstone, London","£2,950 pcm
£681 pw",2,King's Cross St Pancras,211,256,-45
https://www.onthemarket.com/details/17711097/,Featured Property,"6,500 pcm (£1,500 pw)",3,Gloucester Road,464,536,-72
https://www.zoopla.co.uk/to-rent/details/74006117/,Intra Capital Estates,"£4,000 pcm",2,Soho,286,400,-114
https://www.zoopla.co.uk/to-rent/details/58317377/,Champions,"£4,008 pcm",2,Oxford Circus,286,408,-122
https://www.zoopla.co.uk/to-rent/details/73994816/,Luxury Living Homes International,"£5,300 pcm",2,Victoria,379,357,22
https://www.onthemarket.com/details/20126371/,"Avonmore Road, London, W14","2,535 pcm (£585 pw)",2,Kensington Olympia,181,237,-56
https://www.rightmove.co.uk/properties/91724547#/?channel=RES_LET,"Marsh & Parsons, Pimlico & Westminster","£3,497 pcm
£807 pw",2,Victoria,250,357,-107
https://www.onthemarket.com/details/20155587/,"Wicklow Street, London","2,750 pcm (£635 pw)",2,King's Cross St Pancras,196,256,-60
https://www.onthemarket.com/details/18675236/,"Craven Hill Gardens, London","3,250 pcm (£750 pw)",2,Lancaster Gate,232,296,-64
https://www.onthemarket.com/details/20125610/,"Edith Villas, London","2,700 pcm (£623 pw)",2,Kensington Olympia,193,237,-44
https://www.onthemarket.com/details/20134601/,Featured Property,"2,340 pcm (£540 pw)",2,Kensington Olympia,167,237,-70
https://www.onthemarket.com/details/20156237/,Agecroft House Northern Quarter,"1,350 pcm (£312 pw)",2,Victoria,96,357,-261
https://www.onthemarket.com/details/20157676/,London W1J,"7,280 pcm (£1,680 pw)",3,Bond Street,520,761,-241
https://www.onthemarket.com/details/20156769/,London SW7,"3,700 pcm (£854 pw)",2,Gloucester Road,264,355,-91
