link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.rightmove.co.uk/properties/91777311#/?channel=RES_LET,"OpenRent, London","£3,000 pcm
£692 pw",2,Baker Street,214,348,-134
https://www.rightmove.co.uk/properties/91606860#/?channel=RES_LET,"Croft International, London","£7,627 pcm
£1,760 pw",5,Baker Street,,,
https://www.rightmove.co.uk/properties/91765137#/?channel=RES_LET,"Winkworth, Pimlico","£2,800 pcm
£646 pw",2,Victoria,200,357,-157
https://www.rightmove.co.uk/properties/174570857#/?channel=RES_LET,"OpenRent, London","£3,679 pcm
£849 pw",2,Victoria,263,357,-94
https://www.zoopla.co.uk/to-rent/details/73926751/,Bentley & Co,"£2,492 pcm",2,King's Cross St Pancras,178,256,-78
https://www.rightmove.co.uk/properties/156635534#/?channel=RES_LET,"Black Katz, Islington","£3,683 pcm
£850 pw",3,King's Cross St Pancras,263,350,-87
https://www.rightmove.co.uk/properties/89428032#/?channel=RES_LET,"Parkes Estate Agents, Kensington","£4,800 pcm
£1,108 pw
PREMIUM LISTING",2,Gloucester Road,343,355,-12
https://www.rightmove.co.uk/properties/91469118#/?channel=RES_LET,"OpenRent, London","£3,950 pcm
£912 pw",3,Gloucester Road,282,536,-254
https://www.rightmove.co.uk/properties/91441596#/?channel=RES_LET,"tlc Estate Agents, Chelsea","£2,950 pcm
£681 pw",2,Gloucester Road,211,355,-144
https://www.rightmove.co.uk/properties/174828770#/?channel=RES_LET,"Domus Nova, London","£15,000 pcm
£3,462 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/172752464#/?channel=RES_LET,"John D Wood & Co. Lettings, South Kensington","£14,300 pcm
£3,300 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/170979110#/?channel=RES_LET,"Draker KFH, Notting Hill","£8,500 pcm
£1,962 pw",3,Gloucester Road,,,
https://www.rightmove.co.uk/properties/166010483#/?channel=RES_LET,"Draker KFH, Sloane Square","£4,550 pcm
£1,050 pw",3,Gloucester Road,325,536,-211
https://www.onthemarket.com/details/18563231/,Featured Property,"3,445 pcm (£795 pw)",2,Gloucester Road,246,355,-109
https://www.zoopla.co.uk/to-rent/details/73929809/,Kinleigh Folkard & Hayward - Notting Hill,"£3,500 pcm",2,Kensington Olympia,250,237,13
https://www.zoopla.co.uk/to-rent/details/72137147/,Bamboo Living Ltd,"£3,199 pcm",3,Kensington Olympia,228,362,-134
https://www.zoopla.co.uk/to-rent/details/65590786/,Ariston Property,"£3,200 pcm",2,Holborn,229,380,-151
https://www.zoopla.co.uk/to-rent/details/73898241/,SN Estates London,"£3,850 pcm",3,King's Cross St Pancras,275,350,-75
https://www.onthemarket.com/details/18966956/,"St. Giles High Street, London WC2H","3,683 pcm (£850 pw)",2,Covent Garden,263,392,-129
https://www.onthemarket.com/details/20060214/,"Bolingbroke Road, London W14","5,000 pcm (£1,154 pw)",3,Kensington Olympia,357,362,-5
https://www.rightmove.co.uk/properties/91792404#/?channel=RES_LET,"1 Ability Estate Agents, London","£2,799 pcm
£646 pw",2,Marble Arch,200,408,-208
https://www.onthemarket.com/details/20075571/,"Queen's Gate Place, London","4,500 pcm (£1,038 pw)",2,Gloucester Road,321,355,-34
https://www.onthemarket.com/details/13674452/,Featured Property,"4,333 pcm (£1,000 pw)",2,Gloucester Road,310,355,-45
https://www.onthemarket.com/details/17267353/,"Flat , Crystal Wharf, Graham Street, London","3,795 pcm (£876 pw)",2,Angel,271,236,35
https://www.onthemarket.com/details/18760748/,Bills Included,"5,000 pcm (£1,154 pw)",4,Old Street,357,436,-79
https://www.onthemarket.com/details/19731775/,"Fifty5ive Queen Street, Manchester,","1,400 pcm (£323 pw)",2,Victoria,100,357,-257
