link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.rightmove.co.uk/properties/89730159#/?channel=RES_LET,"Kinleigh Folkard & Hayward - Lettings, Marylebone","£3,300 pcm
£762 pw",2,Baker Street,236,349,-113
https://www.rightmove.co.uk/properties/89716872#/?channel=RES_LET,"PMP International, London","£5,417 pcm
£1,250 pw",2,Baker Street,387,349,38
https://www.rightmove.co.uk/properties/88575159#/?channel=RES_LET,"LDG, London","£2,999 pcm
£692 pw",2,Baker Street,214,349,-135
https://www.rightmove.co.uk/properties/88549242#/?channel=RES_LET,"London Property Investments, London","£4,250 pcm
£981 pw",3,Baker Street,304,474,-170
https://www.onthemarket.com/details/19718847/,"Cavendish Buildings, GILBERT STREET, LONDON, W1K","3,499 pcm (£807 pw)",2,Bond Street,250,492,-242
https://www.rightmove.co.uk/properties/89705322#/?channel=RES_LET,"The Property Company, Crouch End","£4,250 pcm
£981 pw",3,Regent's Park,304,514,-210
https://www.rightmove.co.uk/properties/89625870#/?channel=RES_LET,"Stirling Ackroyd Lettings, Clerkenwell","£12,500 pcm
£2,885 pw",4,King's Cross St Pancras,,,
https://www.rightmove.co.uk/properties/89730552#/?channel=RES_LET,"Bamboo Living, London","£3,200 pcm
£738 pw",2,Gloucester Road,229,353,-124
https://www.rightmove.co.uk/properties/89702625#/?channel=RES_LET,"Plaza Estates, Knightsbridge","£4,983 pcm
£1,150 pw",2,Gloucester Road,356,353,3
https://www.rightmove.co.uk/properties/89698719#/?channel=RES_LET,"Hogarth Estates, London","£3,300 pcm
£762 pw",2,Gloucester Road,236,353,-117
https://www.rightmove.co.uk/properties/89621832#/?channel=RES_LET,"Landstones, London","£5,997 pcm
£1,384 pw",3,Gloucester Road,428,538,-110
https://www.rightmove.co.uk/properties/89685162#/?channel=RES_LET,"Benham & Reeves- Hyde Park, Hyde Park","£4,000 pcm
£923 pw",2,Lancaster Gate,286,295,-9
https://www.rightmove.co.uk/properties/89718240#/?channel=RES_LET,"Newington estates, London","£3,640 pcm
£840 pw",2,Lancaster Gate,260,295,-35
https://www.rightmove.co.uk/properties/89714991#/?channel=RES_LET,"Newington estates, London","£3,662 pcm
£845 pw",2,Lancaster Gate,262,295,-33
https://www.rightmove.co.uk/properties/89710848#/?channel=RES_LET,"London Estates, London","£2,275 pcm
£525 pw",2,Lancaster Gate,162,295,-133
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-parker-st-wc2b/2931582,,"£4,500 pcm",2,Covent Garden,321,391,-70
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-great-russell-mansions-wc1b/2853717,,"£1,500 pcm",2,Covent Garden,107,391,-284
https://www.openrent.co.uk/property-to-rent/london/4-bed-flat-chiltern-court-nw1/2804071,,"£8,290 pcm",4,Baker Street,,,
https://www.openrent.co.uk/property-to-rent/london/3-bed-flat-west-kensington-w14/2927885,,"£3,700 pcm",3,Kensington Olympia,264,362,-98
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-hackney-road-e2/2858407,,"£3,400 pcm",2,Old Street,243,235,8
https://www.openrent.co.uk/property-to-rent/london/2-bed-maisonette-semley-house-sw1w/2934515,,"£3,600 pcm",2,Victoria,257,356,-99
https://www.openrent.co.uk/property-to-rent/london/3-bed-flat-queen-alexandra-mansions-wc1h/2920020,,"£3,600 pcm",3,King's Cross St Pancras,257,346,-89
https://www.openrent.co.uk/property-to-rent/london/3-bed-flat-cromwell-road-sw7/2904397,,"£1,550 pcm",3,Gloucester Road,111,538,-427
https://www.openrent.co.uk/property-to-rent/london/2-bed-semi-detached-house-hogarth-road-sw5/2930335,,"£3,200 pcm",2,Gloucester Road,229,353,-124
https://www.onthemarket.com/details/17397166/,"Lakeside Road, Brook Green, London, W14","2,396 pcm (£553 pw)",2,Kensington Olympia,171,237,-66
https://www.onthemarket.com/details/8644869/,"Copenhagen Street, Barnsbury, N1","3,500 pcm (£808 pw)",3,Angel,250,329,-79
https://www.onthemarket.com/details/19719480/,"Seward Street, London, EC1V","3,850 pcm (£888 pw)",2,Old Street,275,235,40
https://www.rightmove.co.uk/properties/89693787#/?channel=RES_LET,"Arbitrage Group, London","£2,800 pcm
£646 pw
Guide Price",2,Covent Garden,200,391,-191
https://www.onthemarket.com/details/19718071/,"Rossmore Road, Marylebone","5,500 pcm (£1,269 pw)",3,Baker Street,393,474,-81
https://www.onthemarket.com/details/19721371/,"Clipstone Street, London","5,633 pcm (£1,300 pw)",4,Oxford Circus,402,1260,-858
https://www.rightmove.co.uk/properties/89277729#/?channel=RES_LET,"Unihood, London","£3,683 pcm
£850 pw",2,Regent's Park,263,354,-91
https://www.onthemarket.com/details/19564091/,"Delhi Street, London","4,300 pcm (£992 pw)",4,King's Cross St Pancras,307,436,-129
https://www.rightmove.co.uk/properties/89582118#/?channel=RES_LET,"Property Inside London, Covering London","£6,067 pcm
£1,400 pw",3,Russell Square,433,463,-30
https://www.onthemarket.com/details/19720344/,Only With Us,"1,450 pcm (£335 pw)",2,Victoria,104,356,-252
https://www.onthemarket.com/details/19721552/,Northern Angel Manchester,"1,200 pcm (£277 pw)",2,Victoria,86,356,-270
