link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/60520960/,Robert Irving Burns,"£3,575 pcm",2,Covent Garden,255,391,-136
https://www.zoopla.co.uk/to-rent/details/73118919/,Story of Home,"£3,500 pcm",2,Covent Garden,250,391,-141
https://www.zoopla.co.uk/to-rent/details/73578347/,City & Urban International Shoreditch,"£3,500 pcm",2,Baker Street,250,349,-99
https://www.zoopla.co.uk/to-rent/details/73585669/,Coopers of London,"£2,750 pcm",2,Oxford Circus,196,408,-212
https://www.rightmove.co.uk/properties/140504141#/?channel=RES_LET,"TH Advisors, Marylebone","£3,000 pcm
£692 pw
Guide Price",2,King's Cross St Pancras,214,255,-41
https://www.zoopla.co.uk/to-rent/details/73582539/,Cluttons - Islington,"£4,000 pcm",3,Chancery Lane,286,539,-253
https://www.zoopla.co.uk/to-rent/details/56279783/,BPS London,"£3,400 pcm",2,Chancery Lane,243,319,-76
https://www.rightmove.co.uk/properties/90287502#/?channel=RES_LET,"Parkes Estate Agents, Kensington","£6,000 pcm
£1,385 pw",3,Gloucester Road,429,538,-109
https://www.rightmove.co.uk/properties/90278715#/?channel=RES_LET,"Susan Metcalfe Residential, London","£5,850 pcm
£1,350 pw",3,Gloucester Road,418,538,-120
https://www.zoopla.co.uk/to-rent/details/73582102/,Hamiltons Sales & Lettings,"£3,250 pcm",2,Oxford Circus,232,408,-176
https://www.zoopla.co.uk/to-rent/details/73582575/,Winkworth - Clerkenwell & City,"£3,000 pcm",2,Chancery Lane,214,319,-105
https://www.zoopla.co.uk/to-rent/details/73332051/,Carter & Reeves,"£3,600 pcm",3,Chancery Lane,257,539,-282
https://www.zoopla.co.uk/to-rent/details/73331923/,Carter & Reeves,"£4,600 pcm",4,Chancery Lane,329,496,-167
https://www.zoopla.co.uk/to-rent/details/73327230/,Frank Harris & Co. Bloomsbury,"£3,400 pcm",2,Chancery Lane,243,319,-76
https://www.zoopla.co.uk/to-rent/details/70657756/,Charles William,"£4,983 pcm",2,Chancery Lane,356,319,37
https://www.zoopla.co.uk/to-rent/details/69428195/,Stirling Ackroyd - West End,"£6,000 pcm",3,Chancery Lane,429,539,-110
https://www.zoopla.co.uk/to-rent/details/73271028/,Base Property Specialists Ltd,"£3,400 pcm",3,Old Street,243,363,-120
https://www.zoopla.co.uk/to-rent/details/70854879/,Student Tenant.com,Price N/A,2,Old Street,,,
https://www.zoopla.co.uk/to-rent/details/73579914/,OpenRent,"£2,850 pcm",2,Old Street,204,235,-31
https://www.zoopla.co.uk/to-rent/details/63287659/,JOHNS&CO - City and Wapping,"£3,900 pcm",2,Old Street,279,235,44
https://www.zoopla.co.uk/to-rent/details/65120026/,Ellis & Co - Islington,"£3,500 pcm",3,Old Street,250,363,-113
https://www.zoopla.co.uk/to-rent/details/70703478/,Hemmingfords,"£6,000 pcm",4,Old Street,429,436,-7
https://www.zoopla.co.uk/to-rent/details/73576875/,MoveHome,"£3,100 pcm",2,Old Street,221,235,-14
https://www.zoopla.co.uk/to-rent/details/73271023/,Base Property Specialists Ltd,"£3,500 pcm",2,Old Street,250,235,15
https://www.zoopla.co.uk/to-rent/details/68228960/,Liu International UK Limited,"£3,300 pcm",2,Old Street,236,235,1
https://www.zoopla.co.uk/to-rent/details/46844595/,Elkay Properties Ltd,"£2,550 pcm",2,Old Street,182,235,-53
https://www.zoopla.co.uk/to-rent/details/64895952/,London Move,"£3,400 pcm",3,Old Street,243,363,-120
https://www.zoopla.co.uk/to-rent/details/73454651/,Stirling Ackroyd - Clerkenwell,"£3,500 pcm",2,Old Street,250,235,15
https://www.zoopla.co.uk/to-rent/details/73428237/,Mr Property,"£3,600 pcm",2,Old Street,257,235,22
https://www.zoopla.co.uk/to-rent/details/67851144/,PropertyLoop,"£3,000 pcm",3,Old Street,214,363,-149
https://www.zoopla.co.uk/to-rent/details/72189075/,,"£3,600 pcm",2,Old Street,257,235,22
https://www.zoopla.co.uk/to-rent/details/73585441/,OpenRent,"£5,000 pcm",4,King's Cross St Pancras,357,436,-79
https://www.zoopla.co.uk/to-rent/details/73572352/,Woodhouse Estates,"£3,950 pcm",3,King's Cross St Pancras,282,346,-64
https://www.zoopla.co.uk/to-rent/details/73570827/,OpenRent,"£3,750 pcm",3,King's Cross St Pancras,268,346,-78
https://www.zoopla.co.uk/to-rent/details/73476038/,CityZEN London,"£4,117 pcm",2,King's Cross St Pancras,294,255,39
https://www.openrent.co.uk/property-to-rent/london/4-bed-flat-kestrel-house-ec1v/2898365,,"£3,800 pcm",4,Angel,271,436,-165
https://www.onthemarket.com/details/19822800/,"Wynford Road, London, N1","2,500 pcm (£577 pw)",2,Angel,179,235,-56
https://www.onthemarket.com/details/19185148/,"Egerton Court, London, SW7","5,750 pcm (£1,327 pw)",4,Gloucester Road,411,1260,-849
https://www.zoopla.co.uk/to-rent/details/72931477/,Golden Arches Estate Management,"£4,800 pcm",2,Chancery Lane,343,319,24
