link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/69341246/,John D Wood & Co. – Belgravia & Westminster Lettings,"£4,996 pcm",3,Victoria,357,708,-351
https://www.zoopla.co.uk/to-rent/details/73756717/,Hamptons – Pimlico & Westminster Lettings,"£7,000 pcm",3,Victoria,500,708,-208
https://www.zoopla.co.uk/to-rent/details/72943231/,Garton Jones - Westminster & Victoria,"£3,142 pcm",2,Victoria,224,357,-133
https://www.rightmove.co.uk/properties/91085148#/?channel=RES_LET,"Farrar & Co, Chelsea - Lettings","£3,878 pcm
£895 pw",2,Gloucester Road,277,355,-78
https://www.rightmove.co.uk/properties/90944292#/?channel=RES_LET,"Benham & Reeves- Kensington, Kensington","£7,501 pcm
£1,731 pw",3,Gloucester Road,,,
https://www.zoopla.co.uk/to-rent/details/73756413/,OpenRent,"£5,000 pcm",2,Covent Garden,357,392,-35
https://www.zoopla.co.uk/to-rent/details/58241465/,Champions,"£3,445 pcm",2,Marylebone,246,299,-53
https://www.zoopla.co.uk/to-rent/details/73752373/,OpenRent,"£4,000 pcm",3,Kensington Olympia,286,362,-76
https://www.zoopla.co.uk/to-rent/details/73418140/,The Chant Group,"£3,750 pcm",4,Old Street,268,436,-168
https://www.zoopla.co.uk/to-rent/details/73739345/,Hemmingfords,"£2,350 pcm",2,Old Street,168,236,-68
https://www.zoopla.co.uk/to-rent/details/73735304/,Peach Properties,"£3,000 pcm",3,Old Street,214,363,-149
https://www.zoopla.co.uk/to-rent/details/67439677/,Coldwell Banker - Southbank,"£3,850 pcm",2,Charing Cross,275,402,-127
https://www.zoopla.co.uk/to-rent/details/73587332/,Hamptons – Pimlico & Westminster Lettings,"£6,250 pcm",3,Victoria,446,708,-262
https://www.zoopla.co.uk/to-rent/details/73748367/,OpenRent,"£2,510 pcm",2,Victoria,179,357,-178
https://www.onthemarket.com/details/19962084/,"Wesley House, London, EC1A","3,000 pcm (£692 pw)",2,Farringdon,214,312,-98
https://www.rightmove.co.uk/properties/89923104#/?channel=RES_LET,"Marsh & Parsons, Pimlico & Westminster","£3,397 pcm
£784 pw",2,Victoria,243,357,-114
https://www.onthemarket.com/details/19962804/,"Hoxton Square, London","3,100 pcm (£715 pw)",2,Old Street,221,236,-15
