link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73819559/,OpenRent,"£5,450 pcm",3,Covent Garden,389,639,-250
https://www.rightmove.co.uk/properties/90349758#/?channel=RES_LET,"Aston Chase, London","£5,000 pcm
£1,154 pw",3,Baker Street,357,476,-119
https://www.rightmove.co.uk/properties/173167532#/?channel=RES_LET,"Cluttons, Hyde Park - Lettings","£6,933 pcm
£1,600 pw",4,Marble Arch,495,540,-45
https://www.zoopla.co.uk/to-rent/details/73859350/,Belvoir - Hendon,"£2,900 pcm",2,Regent's Park,207,355,-148
https://www.rightmove.co.uk/properties/90353190#/?channel=RES_LET,"Uni Living London, London","£6,495 pcm
£1,499 pw",5,Regent's Park,464,585,-121
https://www.rightmove.co.uk/properties/91498971#/?channel=RES_LET,"City Relay, London Short/Mid","£4,033 pcm
£931 pw",2,King's Cross St Pancras,288,256,32
https://www.zoopla.co.uk/to-rent/details/73509729/,Daniel Ford Estates,"£3,150 pcm",3,King's Cross St Pancras,225,350,-125
https://www.zoopla.co.uk/to-rent/details/73853266/,OpenRent,"£5,980 pcm",5,Russell Square,427,866,-439
https://www.zoopla.co.uk/to-rent/details/67588365/,tlc Estate Agents,"£3,100 pcm",2,Gloucester Road,221,355,-134
https://www.rightmove.co.uk/properties/90918903#/?channel=RES_LET,"Landstones, Fulham","£4,008 pcm
£925 pw",2,Gloucester Road,286,355,-69
https://www.zoopla.co.uk/to-rent/details/44174621/,Barnard Marcus - Covent Garden,"£2,700 pcm",2,Covent Garden,193,392,-199
https://www.zoopla.co.uk/to-rent/details/73839778/,UKMate Ltd,"£5,200 pcm",2,Bond Street,371,493,-122
https://www.zoopla.co.uk/to-rent/details/60310236/,Sandfords - Regent's Park,"£3,445 pcm",2,Regent's Park,246,355,-109
https://www.zoopla.co.uk/to-rent/details/52674589/,Alex Crown Lettings & Estate Agents,"£5,500 pcm",5,King's Cross St Pancras,393,393,0
https://www.zoopla.co.uk/to-rent/details/73484276/,Oakford Estates Ltd,"£3,683 pcm",3,King's Cross St Pancras,263,350,-87
https://www.zoopla.co.uk/to-rent/details/67109387/,SN Estates London,"£5,300 pcm",4,King's Cross St Pancras,379,436,-57
https://www.zoopla.co.uk/to-rent/details/73582499/,Daniel Ford Estates,"£3,300 pcm",2,King's Cross St Pancras,236,256,-20
https://www.zoopla.co.uk/to-rent/details/73572352/,Woodhouse Estates,"£3,895 pcm",3,King's Cross St Pancras,278,350,-72
https://www.zoopla.co.uk/to-rent/details/73845491/,OpenRent,"£3,500 pcm",2,Gloucester Road,250,355,-105
https://www.zoopla.co.uk/to-rent/details/73844546/,White Estates Ltd,"£5,000 pcm",2,Gloucester Road,357,355,2
https://www.zoopla.co.uk/to-rent/details/68109102/,Charles William,"£3,987 pcm",2,Gloucester Road,285,355,-70
https://www.onthemarket.com/details/20038908/,"Caithness Road, London W14","7,150 pcm (£1,650 pw)",4,Kensington Olympia,511,540,-29
https://www.onthemarket.com/details/19833275/,"Southcombe Street, West Kensington, London, W14","2,600 pcm (£600 pw)",2,Kensington Olympia,186,237,-51
https://www.onthemarket.com/details/19216517/,No Agent Fees,"2,835 pcm (£654 pw)",2,Kensington Olympia,202,237,-35
https://www.onthemarket.com/details/19859366/,"Bartholomew Close, London EC1A","3,397 pcm (£784 pw)",2,Farringdon,243,312,-69
https://www.onthemarket.com/details/17210842/,"City Garden Row, London, N1","3,700 pcm (£854 pw)",2,Angel,264,236,28
https://www.onthemarket.com/details/13455251/,"Upper Street, London, N1","4,200 pcm (£969 pw)",3,Angel,300,337,-37
https://www.onthemarket.com/details/17606296/,Prestigious Luxury Apartments,"2,650 pcm (£612 pw)",3,Old Street,189,363,-174
https://www.onthemarket.com/details/20016893/,"Freshwater Court, Crawford Street, London","3,400 pcm (£785 pw)",2,Baker Street,243,348,-105
https://www.rightmove.co.uk/properties/91232286#/?channel=RES_LET,"1 Ability Estate Agents, London","£2,799 pcm
£646 pw",2,Marble Arch,200,408,-208
https://www.onthemarket.com/details/7447909/,"Weymouth Street, London","7,150 pcm (£1,650 pw)",3,Oxford Circus,511,600,-89
https://www.onthemarket.com/details/19411034/,Featured Property,"3,250 pcm (£750 pw)",3,Farringdon,232,428,-196
https://www.onthemarket.com/details/13380356/,"Tysoe Street, Clerkenwell","4,000 pcm (£923 pw)",3,Angel,286,337,-51
https://www.onthemarket.com/details/5287141/,"Copenhagen Street, Angel","3,250 pcm (£750 pw)",2,Angel,232,236,-4
https://www.onthemarket.com/details/19417471/,Angel – 2 Bedrooms Flat,"2,795 pcm (£645 pw)",2,Angel,200,236,-36
https://www.onthemarket.com/details/13592147/,Featured Property,"2,600 pcm (£600 pw)",2,Angel,186,236,-50
https://www.onthemarket.com/details/7998688/,Featured Property,"2,102 pcm (£485 pw)",2,Old Street,150,236,-86
https://www.rightmove.co.uk/properties/91488327#/?channel=RES_LET,"OpenRent, London","£3,000 pcm
£692 pw",2,King's Cross St Pancras,214,256,-42
https://www.zoopla.co.uk/to-rent/details/73856273/,MB Property Services,"£5,850 pcm",4,Covent Garden,418,957,-539
https://www.zoopla.co.uk/to-rent/details/73860849/,OpenRent,"£3,000 pcm",2,King's Cross St Pancras,214,256,-42
https://www.onthemarket.com/details/20046066/,No Agent Fees,"3,000 pcm (£692 pw)",2,King's Cross St Pancras,214,256,-42
