link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/70605556/,Kinleigh Folkard & Hayward - Marylebone,"£2,492 pcm",2,Baker Street,178,348,-170
https://www.zoopla.co.uk/to-rent/details/56917920/,Jeffersons Estate Agents Limited,"£4,500 pcm",2,Baker Street,321,348,-27
https://www.zoopla.co.uk/to-rent/details/73971134/,Carter Jonas - Mayfair,"£4,117 pcm",2,Marble Arch,294,408,-114
https://www.zoopla.co.uk/to-rent/details/67811794/,Stelfort,"£3,100 pcm",2,Oxford Circus,221,408,-187
https://www.rightmove.co.uk/properties/91965648#/?channel=RES_LET,"Add Living Ltd, Marylebone Quarter","£3,100 pcm
£715 pw
BUILT FOR RENTERS",2,Marylebone,221,299,-78
https://www.zoopla.co.uk/to-rent/details/73969087/,Home-Made,"£3,100 pcm",2,Marylebone,221,299,-78
https://www.zoopla.co.uk/to-rent/details/70804905/,Bentley & Co,"£2,882 pcm",2,King's Cross St Pancras,206,256,-50
https://www.zoopla.co.uk/to-rent/details/73963989/,Portico - Bloomsbury,"£2,550 pcm",2,Goodge Street,182,349,-167
https://www.zoopla.co.uk/to-rent/details/73966695/,Bentley & Co,"£2,947 pcm",2,Chancery Lane,210,320,-110
https://www.rightmove.co.uk/properties/90747579#/?channel=RES_LET,"Knight Frank - Lettings, Hyde Park","£11,999 pcm
£2,769 pw
NEW LISTING",4,Lancaster Gate,,,
https://www.zoopla.co.uk/to-rent/details/70558092/,Barnard Marcus - West Kensington,"£2,297 pcm",2,Kensington Olympia,164,237,-73
https://www.zoopla.co.uk/to-rent/details/73952339/,Colet Estates,"£2,500 pcm",3,Kensington Olympia,179,362,-183
https://www.zoopla.co.uk/to-rent/details/73965800/,Carter & Reeves,"£4,200 pcm",4,Angel,300,436,-136
https://www.onthemarket.com/details/20127739/,"Redcliffe Square, London","2,750 pcm (£635 pw)",,Gloucester Road,,,
