link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73896091/,Newington Real Estate Agents Limited,"£5,503 pcm",3,Baker Street,393,476,-83
https://www.zoopla.co.uk/to-rent/details/73884581/,Frestons,"£3,200 pcm",2,Baker Street,229,348,-119
https://www.zoopla.co.uk/to-rent/details/73633609/,Hamptons - Paddington Lettings,"£3,250 pcm",2,Marble Arch,232,408,-176
https://www.rightmove.co.uk/properties/91644645#/?channel=RES_LET,"eXp UK, South West","£5,460 pcm
£1,260 pw",2,Bond Street,390,493,-103
https://www.rightmove.co.uk/properties/88125462#/?channel=RES_LET,"City Relay, London Short/Mid","£4,736 pcm
£1,093 pw",2,Marble Arch,338,408,-70
https://www.zoopla.co.uk/to-rent/details/73772094/,Leo Newman,"£3,150 pcm",2,Oxford Circus,225,408,-183
https://www.zoopla.co.uk/to-rent/details/58841663/,Hudsons,"£3,402 pcm",2,Oxford Circus,243,408,-165
https://www.zoopla.co.uk/to-rent/details/73888894/,Frestons,"£3,325 pcm",2,Marylebone,238,299,-61
https://www.rightmove.co.uk/properties/91628208#/?channel=RES_LET,"Hamptons, Pimlico & Westminster","£4,000 pcm
£923 pw",2,Victoria,286,357,-71
https://www.rightmove.co.uk/properties/91624653#/?channel=RES_LET,"Newington estates, London","£13,867 pcm
£3,200 pw",3,Victoria,,,
https://www.rightmove.co.uk/properties/174047279#/?channel=RES_LET,"Circa London, Southwark","£9,997 pcm
£2,307 pw",3,Victoria,,,
https://www.rightmove.co.uk/properties/91659675#/?channel=RES_LET,"PG Estates, Islington","£5,600 pcm
£1,292 pw",4,King's Cross St Pancras,400,436,-36
https://www.rightmove.co.uk/properties/165819647#/?channel=RES_LET,"Allen Goldstein, Bloomsbury","£3,000 pcm
£692 pw",2,King's Cross St Pancras,214,256,-42
https://www.rightmove.co.uk/properties/39856837#/?channel=RES_LET,"Arlington Estates, London","£3,748 pcm
£865 pw",2,King's Cross St Pancras,268,256,12
https://www.zoopla.co.uk/to-rent/details/73888896/,Frestons,"£5,100 pcm",2,Chancery Lane,364,320,44
https://www.zoopla.co.uk/to-rent/details/48269193/,BPS London,"£3,100 pcm",2,Holborn,221,380,-159
https://www.rightmove.co.uk/properties/175031810#/?channel=RES_LET,"Hamptons, Chelsea","£4,250 pcm
£981 pw
PREMIUM LISTING",2,Gloucester Road,304,355,-51
https://www.rightmove.co.uk/properties/90985800#/?channel=RES_LET,"Eson2, London","£4,830 pcm
£1,115 pw",2,Gloucester Road,345,355,-10
https://www.rightmove.co.uk/properties/172444328#/?channel=RES_LET,"Hamptons, Chelsea","£4,500 pcm
£1,038 pw",2,Gloucester Road,321,355,-34
https://www.rightmove.co.uk/properties/91654209#/?channel=RES_LET,"gLocalAgents.co.uk, Covering Nationwide","£2,750 pcm
£635 pw
Fixed Price",2,Lancaster Gate,196,296,-100
https://www.rightmove.co.uk/properties/91581564#/?channel=RES_LET,"Lurot Brand, South Kensington","£12,000 pcm
£2,769 pw",4,Lancaster Gate,,,
https://www.zoopla.co.uk/to-rent/details/65795571/,Onslows Estate Agents,"£3,012 pcm",2,Baker Street,215,348,-133
https://www.zoopla.co.uk/to-rent/details/59289742/,RentLondonFlat,"£3,380 pcm",2,Oxford Circus,241,408,-167
https://www.zoopla.co.uk/to-rent/details/73636084/,Oakford Estates Ltd,"£5,525 pcm",4,Regent's Park,395,495,-100
https://www.zoopla.co.uk/to-rent/details/73889729/,JC Living,"£3,748 pcm",2,Regent's Park,268,355,-87
https://www.zoopla.co.uk/to-rent/details/73896933/,Kinleigh Folkard & Hayward - Hammersmith,"£3,500 pcm",2,Kensington Olympia,250,237,13
https://www.zoopla.co.uk/to-rent/details/73884183/,London-Tokyo Property Services Ltd,"£4,000 pcm",2,Kensington Olympia,286,237,49
https://www.zoopla.co.uk/to-rent/details/73890506/,99Home Ltd,"£2,750 pcm",2,Holborn,196,380,-184
https://www.onthemarket.com/details/19867308/,"Gwendwr Road, London, W14","4,380 pcm (£1,011 pw)",4,Kensington Olympia,313,540,-227
https://www.onthemarket.com/details/20072504/,"Berners House, Maygood Street, London, N1 0HF","5,500 pcm (£1,269 pw)",4,Angel,393,436,-43
https://www.onthemarket.com/details/19853768/,Spotlight Property,"3,500 pcm (£808 pw)",,Old Street,,,
https://www.rightmove.co.uk/properties/89090592#/?channel=RES_LET,"Jackson-Stops, Pimlico","£3,748 pcm
£865 pw",2,Victoria,268,357,-89
https://www.rightmove.co.uk/properties/88307493#/?channel=RES_LET,"Jackson-Stops, Pimlico","£4,000 pcm
£923 pw",2,Victoria,286,357,-71
https://www.rightmove.co.uk/properties/174300413#/?channel=RES_LET,"CARTER & REEVES LIMITED, London","£4,100 pcm
£946 pw",4,King's Cross St Pancras,293,436,-143
https://www.onthemarket.com/details/20068386/,"Phoenix Road, London","3,835 pcm (£885 pw)",3,King's Cross St Pancras,274,350,-76
https://www.rightmove.co.uk/properties/91660707#/?channel=RES_LET,"Marsh & Parsons, Earls Court","£3,683 pcm
£850 pw",2,Gloucester Road,263,355,-92
https://www.onthemarket.com/details/13774330/,Lexham Gardens Kensington,"4,333 pcm (£1,000 pw)",,Gloucester Road,,,
https://www.rightmove.co.uk/properties/88023648#/?channel=RES_LET,"RR Properties, London","£5,200 pcm
£1,200 pw",2,Gloucester Road,371,355,16
https://www.onthemarket.com/details/20060834/,"Lancaster Gate, LONDON","3,550 pcm (£819 pw)",2,Lancaster Gate,254,296,-42
https://www.onthemarket.com/details/20071128/,"Connect House, 1 Henry Street","1,400 pcm (£323 pw)",2,Victoria,100,357,-257
https://www.onthemarket.com/details/19658522/,"Embankment Exchange, 96 Greenagate, Salford","1,525 pcm (£352 pw)",2,Victoria,109,357,-248
https://www.onthemarket.com/details/11542703/,"Evelyn Gardens, South Kensington, London","2,600 pcm (£600 pw)",2,Gloucester Road,186,355,-169
https://www.zoopla.co.uk/to-rent/details/73882808/,OpenRent,"£2,395 pcm",2,Kensington Olympia,171,237,-66
https://www.onthemarket.com/details/17841709/,London W1J,"5,460 pcm (£1,260 pw)",2,Bond Street,390,493,-103
