link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73950544/,Kinleigh Folkard & Hayward - Notting Hill,"£3,000 pcm",2,Soho,214,400,-186
https://www.rightmove.co.uk/properties/91866042#/?channel=RES_LET,"Yours Link Limited, London","£4,650 pcm
£1,073 pw",3,Baker Street,332,476,-144
https://www.rightmove.co.uk/properties/170342339#/?channel=RES_LET,"Winkworth, West End","£8,498 pcm
£1,961 pw",4,Baker Street,,,
https://www.rightmove.co.uk/properties/91841163#/?channel=RES_LET,"Asset Quest, London","£7,410 pcm
£1,710 pw",3,Bond Street,529,761,-232
https://www.zoopla.co.uk/to-rent/details/73944559/,Venice Properties,"£7,000 pcm",4,Marble Arch,500,540,-40
https://www.rightmove.co.uk/properties/91868568#/?channel=RES_LET,"Urban Lettings, London","£4,500 pcm
£1,038 pw",3,Oxford Circus,321,600,-279
https://www.zoopla.co.uk/to-rent/details/73951587/,Frestons,"£3,275 pcm",2,King's Cross St Pancras,234,256,-22
https://www.zoopla.co.uk/to-rent/details/65463169/,Winkworth - West End,"£3,250 pcm",2,Chancery Lane,232,320,-88
https://www.zoopla.co.uk/to-rent/details/73947639/,Kaden Properties,"£4,658 pcm",4,Angel,333,436,-103
https://www.zoopla.co.uk/to-rent/details/73939838/,Easthaus,"£3,300 pcm",3,Angel,236,337,-101
https://www.zoopla.co.uk/to-rent/details/56304878/,Chaltons,"£3,700 pcm",3,King's Cross St Pancras,264,350,-86
https://www.zoopla.co.uk/to-rent/details/73952646/,Sturges London,"£4,074 pcm",2,Gloucester Road,291,355,-64
https://www.zoopla.co.uk/to-rent/details/73941827/,Hamptons - Chelsea Lettings,"£4,000 pcm",2,Gloucester Road,286,355,-69
https://www.zoopla.co.uk/to-rent/details/73924491/,Edward James Estates Limited,"£2,850 pcm",2,Gloucester Road,204,355,-151
https://www.onthemarket.com/details/20115675/,"Argyll Mansions, London W14","2,850 pcm (£658 pw)",2,Kensington Olympia,204,237,-33
https://www.onthemarket.com/details/20109674/,"Stanwick Road, London, W14","2,500 pcm (£577 pw)",2,Kensington Olympia,179,237,-58
https://www.onthemarket.com/details/20070232/,"Stonor Road, London, W14","3,000 pcm (£692 pw)",2,Kensington Olympia,214,237,-23
https://www.onthemarket.com/details/20101251/,"Clipstone Street, LONDON","5,500 pcm (£1,269 pw)",4,Oxford Circus,393,1260,-867
