link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/74064359/,Lettings of London Ltd,"£2,550 pcm",2,Covent Garden,182,392,-210
https://www.onthemarket.com/details/20218637/,"Golden Square, London, W1F","3,750 pcm (£865 pw)",2,Soho,268,400,-132
https://www.zoopla.co.uk/to-rent/details/55012750/,Hudsons,"£3,358 pcm",2,Baker Street,240,348,-108
https://www.zoopla.co.uk/to-rent/details/74028415/,David Mews - London,"£6,002 pcm",3,Baker Street,429,476,-47
https://www.rightmove.co.uk/properties/172093103#/?channel=RES_LET,"SW Residential, London","£10,833 pcm
£2,500 pw
PREMIUM LISTING",3,Bond Street,,,
https://www.rightmove.co.uk/properties/169271303#/?channel=RES_LET,"Smart Move, London","£10,400 pcm
£2,400 pw",3,Bond Street,,,
https://www.rightmove.co.uk/properties/166310363#/?channel=RES_LET,"Keller Williams Plus, Covering Nationwide","£11,000 pcm
£2,538 pw
Fixed Price",3,Bond Street,,,
https://www.zoopla.co.uk/to-rent/details/61543583/,Hudsons,"£4,312 pcm",2,Oxford Circus,308,408,-100
https://www.zoopla.co.uk/to-rent/details/73320192/,O'Sullivan Property Consultants,"£4,849 pcm",2,Marylebone,346,299,47
https://www.rightmove.co.uk/properties/92469696#/?channel=RES_LET,"City Relay, London Short/Mid","£6,300 pcm
£1,454 pw",3,Victoria,450,708,-258
https://www.rightmove.co.uk/properties/92123166#/?channel=RES_LET,"Knight Frank - Lettings, Belgravia","£13,000 pcm
£3,000 pw
PREMIUM LISTING",4,Victoria,,,
https://www.zoopla.co.uk/to-rent/details/74084227/,OpenRent,"£4,200 pcm",4,King's Cross St Pancras,300,436,-136
https://www.rightmove.co.uk/properties/92233383#/?channel=RES_LET,"Benham & Reeves - Surrey Quays, Surrey Quays","£3,575 pcm
£825 pw
PREMIUM LISTING",2,King's Cross St Pancras,255,256,-1
https://www.zoopla.co.uk/to-rent/details/74009981/,OpenRent,"£3,150 pcm",2,Russell Square,225,298,-73
https://www.zoopla.co.uk/to-rent/details/73522118/,London Homes Property Limited,"£3,750 pcm",2,Holborn,268,380,-112
https://www.rightmove.co.uk/properties/91404231#/?channel=RES_LET,"tlc Estate Agents, Chelsea","£8,350 pcm
£1,927 pw",5,Gloucester Road,,,
https://www.onthemarket.com/details/12960471/,"Hyde Park Gate, Knightsbridge, SW7","5,482 pcm (£1,265 pw)",2,Gloucester Road,392,355,37
https://www.rightmove.co.uk/properties/91255530#/?channel=RES_LET,"Douglas and Gordon, London","£5,000 pcm
£1,154 pw",2,Gloucester Road,357,355,2
https://www.zoopla.co.uk/to-rent/details/74085185/,Huddletons,"£3,200 pcm",3,Regent's Park,229,512,-283
https://www.zoopla.co.uk/to-rent/details/74068511/,Oakford Estates Ltd,"£4,008 pcm",3,Regent's Park,286,512,-226
https://www.zoopla.co.uk/to-rent/details/74077588/,OpenRent,"£6,450 pcm",5,Kensington Olympia,461,768,-307
https://www.zoopla.co.uk/to-rent/details/64386732/,London Move,"£3,900 pcm",3,Chancery Lane,279,540,-261
https://www.zoopla.co.uk/to-rent/details/74062945/,LiFE Residential - North & City,"£2,350 pcm",2,Angel,168,236,-68
https://www.zoopla.co.uk/to-rent/details/73827479/,Keller Williams,"£5,700 pcm",4,Angel,407,436,-29
https://www.zoopla.co.uk/to-rent/details/64890198/,Hemmingfords,"£4,250 pcm",3,Old Street,304,363,-59
https://www.zoopla.co.uk/to-rent/details/74087627/,McQueens London,"£2,500 pcm",2,Old Street,179,236,-57
https://www.zoopla.co.uk/to-rent/details/74084911/,Austin Homes,"£3,700 pcm",2,Old Street,264,236,28
https://www.zoopla.co.uk/to-rent/details/74074099/,MK London Properties,"£3,397 pcm",2,Old Street,243,236,7
https://www.zoopla.co.uk/to-rent/details/73013823/,OpenRent,"£5,500 pcm",3,Charing Cross,393,716,-323
https://www.zoopla.co.uk/to-rent/details/74063376/,SN Estates London,"£3,250 pcm",2,King's Cross St Pancras,232,256,-24
https://www.zoopla.co.uk/to-rent/details/74067500/,Jubilee International,"£4,550 pcm",3,King's Cross St Pancras,325,350,-25
https://www.zoopla.co.uk/to-rent/details/74062446/,OpenRent,"£4,312 pcm",3,King's Cross St Pancras,308,350,-42
https://www.onthemarket.com/details/20197441/,Pomp Properties - Earl's Court,"3,950 pcm (£912 pw)",2,Gloucester Road,282,355,-73
https://www.rightmove.co.uk/properties/91881294#/?channel=RES_LET,"Sturges London, London","£4,074 pcm
£940 pw",2,Gloucester Road,291,355,-64
https://www.onthemarket.com/details/17179429/,Featured Property,"8,017 pcm (£1,850 pw)",3,Lancaster Gate,,,
https://www.onthemarket.com/details/15761306/,"Market Buildings, Manchester","1,400 pcm (£323 pw)",2,Victoria,100,357,-257
https://www.onthemarket.com/details/20214250/,Sixth Floor Position,"1,250 pcm (£288 pw)",2,Victoria,89,357,-268
https://www.onthemarket.com/details/20219707/,London SW7,"3,900 pcm (£900 pw)",2,Gloucester Road,279,355,-76
