link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/74030709/,Winkworth - West End,"£6,067 pcm",4,Covent Garden,433,957,-524
https://www.rightmove.co.uk/properties/170420522#/?channel=RES_LET,"Douglas and Gordon, London","£5,500 pcm
£1,269 pw",3,Victoria,393,708,-315
https://www.zoopla.co.uk/to-rent/details/56951227/,Hudsons,"£3,358 pcm",2,Goodge Street,240,349,-109
https://www.zoopla.co.uk/to-rent/details/71156814/,tlc Estate Agents,"£4,750 pcm",2,Gloucester Road,339,355,-16
https://www.zoopla.co.uk/to-rent/details/72920637/,MB Property Services,"£4,550 pcm",3,Covent Garden,325,639,-314
https://www.zoopla.co.uk/to-rent/details/73818866/,Eldridge Estates,"£3,400 pcm",2,Marble Arch,243,408,-165
https://www.zoopla.co.uk/to-rent/details/74066140/,LiFE Residential - Nine Elms Riverside,"£3,500 pcm",2,Oxford Circus,250,408,-158
https://www.zoopla.co.uk/to-rent/details/74069957/,LDB,"£2,500 pcm",2,Kensington Olympia,179,237,-58
https://www.zoopla.co.uk/to-rent/details/74062864/,Marsh & Parsons - Holland Park,"£2,795 pcm",2,Kensington Olympia,200,237,-37
https://www.zoopla.co.uk/to-rent/details/73920353/,Oakford Estates Ltd,"£5,417 pcm",3,Holborn,387,610,-223
https://www.zoopla.co.uk/to-rent/details/74071810/,Marsh & Parsons - Pimlico & Westminster,"£2,899 pcm",2,Victoria,207,357,-150
https://www.zoopla.co.uk/to-rent/details/71871583/,Houst Lets,"£4,000 pcm",2,Victoria,286,357,-71
https://www.zoopla.co.uk/to-rent/details/73905326/,Edward James Estates Limited,"£6,500 pcm",4,Gloucester Road,464,1260,-796
https://www.onthemarket.com/details/20208298/,"Swinton Street, London, WC1X","3,250 pcm (£750 pw)",2,King's Cross St Pancras,232,256,-24
https://www.onthemarket.com/details/20204894/,"Gray's Inn Road, London WC1X","4,500 pcm (£1,038 pw)",4,King's Cross St Pancras,321,436,-115
https://www.onthemarket.com/details/20210345/,"Sandringham Court, Dufour Place - London , ,","6,000 pcm (£1,385 pw)",3,Soho,429,637,-208
https://www.rightmove.co.uk/properties/91351875#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,100 pcm
£715 pw",2,King's Cross St Pancras,221,256,-35
https://www.onthemarket.com/details/20208885/,London SW7,"3,900 pcm (£900 pw)",2,Gloucester Road,279,355,-76
