link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73845041/,Draker KFH Sloane Square,"£3,300 pcm",2,Charing Cross,236,402,-166
https://www.rightmove.co.uk/properties/91754175#/?channel=RES_LET,"LDG, London","£3,750 pcm
£865 pw",2,Covent Garden,268,392,-124
https://www.zoopla.co.uk/to-rent/details/73920201/,Newington Real Estate Agents Limited,"£5,958 pcm",3,Baker Street,426,476,-50
https://www.zoopla.co.uk/to-rent/details/73912177/,,"£5,350 pcm",4,Oxford Circus,382,1260,-878
https://www.zoopla.co.uk/to-rent/details/73921333/,Venice Properties,"£3,800 pcm",3,Marylebone,271,413,-142
https://www.rightmove.co.uk/properties/90641271#/?channel=RES_LET,"Nest Seekers International, London","£5,000 pcm
£1,154 pw",3,Victoria,357,708,-351
https://www.zoopla.co.uk/to-rent/details/73915318/,The Chant Group,"£5,200 pcm",4,King's Cross St Pancras,371,436,-65
https://www.zoopla.co.uk/to-rent/details/73890459/,Frestons,"£3,175 pcm",2,King's Cross St Pancras,227,256,-29
https://www.zoopla.co.uk/to-rent/details/73889863/,JC Living,"£3,835 pcm",3,King's Cross St Pancras,274,350,-76
https://www.zoopla.co.uk/to-rent/details/60552738/,Stirling Ackroyd - West End,"£6,912 pcm",3,Holborn,494,610,-116
https://www.zoopla.co.uk/to-rent/details/61078191/,Winkworth - West End,"£3,900 pcm",2,Holborn,279,380,-101
https://www.zoopla.co.uk/to-rent/details/64433890/,London Executive,"£3,750 pcm",2,Holborn,268,380,-112
https://www.zoopla.co.uk/to-rent/details/73821358/,NEXIS Property,"£4,000 pcm",2,Holborn,286,380,-94
https://www.zoopla.co.uk/to-rent/details/73921540/,OpenRent,"£3,580 pcm",2,Holborn,256,380,-124
https://www.zoopla.co.uk/to-rent/details/73898696/,UKMate Ltd,"£3,905 pcm",2,Gloucester Road,279,355,-76
https://www.rightmove.co.uk/properties/91406331#/?channel=RES_LET,"Douglas and Gordon, London","£3,700 pcm
£854 pw
PREMIUM LISTING",2,Gloucester Road,264,355,-91
https://www.rightmove.co.uk/properties/90596535#/?channel=RES_LET,"tlc Estate Agents, Chelsea","£6,500 pcm
£1,500 pw",4,Gloucester Road,464,1260,-796
https://www.rightmove.co.uk/properties/172337048#/?channel=RES_LET,"Hamptons, Chelsea","£4,312 pcm
£995 pw",2,Gloucester Road,308,355,-47
https://www.rightmove.co.uk/properties/170913854#/?channel=RES_LET,"Parkes Estate Agents, Kensington","£6,000 pcm
£1,385 pw
PREMIUM LISTING",3,Gloucester Road,429,536,-107
https://www.zoopla.co.uk/to-rent/details/73919007/,Newington Real Estate Agents Limited,"£3,445 pcm",2,Lancaster Gate,246,296,-50
https://www.zoopla.co.uk/to-rent/details/73890178/,UKMate Ltd,"£5,300 pcm",4,Baker Street,379,347,32
https://www.zoopla.co.uk/to-rent/details/73336875/,Monreal Shaw,"£3,987 pcm",2,Oxford Circus,285,408,-123
https://www.zoopla.co.uk/to-rent/details/70345945/,Onslows Estate Agents,"£3,445 pcm",2,Kensington Olympia,246,237,9
https://www.zoopla.co.uk/to-rent/details/46926046/,Onslows Estate Agents,"£3,012 pcm",2,Kensington Olympia,215,237,-22
https://www.zoopla.co.uk/to-rent/details/73800818/,UKMate Ltd,"£3,250 pcm",2,Holborn,232,380,-148
https://www.zoopla.co.uk/to-rent/details/68008886/,London Homes Property Limited,"£4,100 pcm",2,Holborn,293,380,-87
https://www.zoopla.co.uk/to-rent/details/73899062/,Hamptons - City & West End Lettings,"£4,767 pcm",3,Chancery Lane,340,540,-200
https://www.zoopla.co.uk/to-rent/details/73915710/,SN Estates London,"£3,850 pcm",3,King's Cross St Pancras,275,350,-75
https://www.rightmove.co.uk/properties/91351872#/?channel=RES_LET,"Frank Harris & Co., Bloomsbury & Kings Cross","£3,100 pcm
£715 pw",2,King's Cross St Pancras,221,256,-35
https://www.rightmove.co.uk/properties/175044917#/?channel=RES_LET,"White Estates, London","£5,000 pcm
£1,154 pw",2,Gloucester Road,357,355,2
https://www.onthemarket.com/details/10382124/,"Maybury Court, Marylebone Street, London","4,008 pcm (£925 pw)",2,Baker Street,286,348,-62
https://www.onthemarket.com/details/20088958/,"Chapel Street, London","4,117 pcm (£950 pw)",2,Marylebone,294,299,-5
https://www.onthemarket.com/details/19883621/,Margery Street,"5,920 pcm (£1,366 pw)",4,Angel,423,436,-13
