link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.zoopla.co.uk/to-rent/details/73633609/,Hamptons - Paddington Lettings,"£3,250 pcm",2,Baker Street,232,349,-117
https://www.zoopla.co.uk/to-rent/details/73586856/,Newington Real Estate Agents Limited,"£4,832 pcm",3,Baker Street,345,474,-129
https://www.rightmove.co.uk/properties/90540051#/?channel=RES_LET,"OpenRent, London","£4,766 pcm
£1,100 pw",3,Baker Street,340,474,-134
https://www.rightmove.co.uk/properties/88125009#/?channel=RES_LET,"Hamptons, Paddington","£3,878 pcm
£895 pw
PREMIUM LISTING",2,Baker Street,277,349,-72
https://www.zoopla.co.uk/to-rent/details/73413468/,Maxwells Estates,"£2,899 pcm",2,Marble Arch,207,408,-201
https://www.rightmove.co.uk/properties/88125462#/?channel=RES_LET,"City Relay, London Short/Mid","£4,833 pcm
£1,115 pw",2,Marble Arch,345,408,-63
https://www.zoopla.co.uk/to-rent/details/55752892/,Hudsons,"£3,250 pcm",2,Oxford Circus,232,408,-176
https://www.zoopla.co.uk/to-rent/details/58841663/,Hudsons,"£3,402 pcm",2,Oxford Circus,243,408,-165
https://www.rightmove.co.uk/properties/89332065#/?channel=RES_LET,"Leo Newman, London","£2,200 pcm
£508 pw",2,Marylebone,157,299,-142
https://www.rightmove.co.uk/properties/88791258#/?channel=RES_LET,"John D Wood & Co. Lettings, Belgravia","£5,500 pcm
£1,269 pw",2,Victoria,393,356,37
https://www.zoopla.co.uk/to-rent/details/71775909/,Draker KFH Sloane Square,"£6,933 pcm",3,Victoria,495,706,-211
https://www.zoopla.co.uk/to-rent/details/73622779/,Knight Frank - Kings Cross Lettings,"£4,117 pcm",2,King's Cross St Pancras,294,255,39
https://www.rightmove.co.uk/properties/165819647#/?channel=RES_LET,"Allen Goldstein, Bloomsbury","£3,000 pcm
£692 pw",2,King's Cross St Pancras,214,255,-41
https://www.rightmove.co.uk/properties/109846661#/?channel=RES_LET,"Ambassador Property Services, Abridge","£2,900 pcm
£669 pw",3,King's Cross St Pancras,207,346,-139
https://www.rightmove.co.uk/properties/149369573#/?channel=RES_LET,"Myspace, London","£4,463 pcm
£1,030 pw",4,King's Cross St Pancras,319,436,-117
https://www.rightmove.co.uk/properties/173736506#/?channel=RES_LET,"The Chant Group, Bank","£4,200 pcm
£969 pw",4,King's Cross St Pancras,300,436,-136
https://www.rightmove.co.uk/properties/174406661#/?channel=RES_LET,"Chase Evans, City & Aldgate","£3,770 pcm
£870 pw",2,King's Cross St Pancras,269,255,14
https://www.rightmove.co.uk/properties/39856837#/?channel=RES_LET,"Arlington Estates, London","£3,748 pcm
£865 pw",2,King's Cross St Pancras,268,255,13
