link,listed_by,price,bedrooms,nearest_station,required_nightly,airdna_adr,margin
https://www.rightmove.co.uk/properties/89981481#/?channel=RES_LET,"Bamboo Living, London","£4,799 pcm
£1,107 pw",3,Covent Garden,343,639,-296
https://www.zoopla.co.uk/to-rent/details/55006459/,Hudsons,"£3,250 pcm",2,Soho,232,400,-168
https://www.rightmove.co.uk/properties/92370750#/?channel=RES_LET,"Newington estates, London","£5,417 pcm
£1,250 pw",2,Baker Street,387,348,39
https://www.zoopla.co.uk/to-rent/details/74053711/,Panda & Partners,"£3,150 pcm",2,Oxford Circus,225,408,-183
https://www.rightmove.co.uk/properties/92352501#/?channel=RES_LET,"Letio Ltd, London","£4,500 pcm
£1,038 pw",3,Victoria,321,708,-387
https://www.rightmove.co.uk/properties/89632215#/?channel=RES_LET,"Farrell Lewis Estates, London","£3,800 pcm
£877 pw",2,Victoria,271,357,-86
https://www.rightmove.co.uk/properties/174196979#/?channel=RES_LET,"John D Wood & Co. Lettings, Belgravia","£3,597 pcm
£830 pw",2,Victoria,257,357,-100
https://www.zoopla.co.uk/to-rent/details/74056795/,Hauzoo,"£5,000 pcm",4,Angel,357,436,-79
https://www.zoopla.co.uk/to-rent/details/74056629/,Knight Frank - Kensington Lettings,"£7,500 pcm",3,Gloucester Road,536,536,0
https://www.rightmove.co.uk/properties/91307370#/?channel=RES_LET,"Hamptons, Chelsea","£2,999 pcm
£692 pw
PREMIUM LISTING",2,Gloucester Road,214,355,-141
https://www.rightmove.co.uk/properties/90684459#/?channel=RES_LET,"Knight Frank - Lettings, Hyde Park","£3,146 pcm
£726 pw
NEW LISTING",2,Lancaster Gate,225,296,-71
https://www.rightmove.co.uk/properties/89863869#/?channel=RES_LET,"Parkes Estate Agents, Kensington","£5,000 pcm
£1,154 pw",3,Lancaster Gate,357,463,-106
https://www.zoopla.co.uk/to-rent/details/74050461/,VNRE,"£4,500 pcm",3,Marylebone,321,413,-92
https://www.zoopla.co.uk/to-rent/details/60444793/,Sandfords - Regent's Park,"£3,250 pcm",2,Marylebone,232,299,-67
https://www.zoopla.co.uk/to-rent/details/74060601/,Sandfords - Regent's Park,"£3,792 pcm",2,Regent's Park,271,355,-84
https://www.zoopla.co.uk/to-rent/details/60794327/,Stirling Ackroyd - Clerkenwell,"£4,500 pcm",2,Chancery Lane,321,320,1
https://www.zoopla.co.uk/to-rent/details/73720147/,Hemmingfords,"£3,000 pcm",2,Chancery Lane,214,320,-106
https://www.zoopla.co.uk/to-rent/details/52732195/,Drivers & Norris,"£4,500 pcm",4,Angel,321,436,-115
https://www.zoopla.co.uk/to-rent/details/65000501/,The Chant Group,"£3,400 pcm",2,Old Street,243,236,7
https://www.zoopla.co.uk/to-rent/details/73941302/,SN Estates London,"£4,000 pcm",3,Russell Square,286,463,-177
https://www.zoopla.co.uk/to-rent/details/72906050/,RR Properties Ltd,"£5,417 pcm",3,Gloucester Road,387,536,-149
https://www.onthemarket.com/details/19957512/,"Bartholomew Court, 163 Old Street, Islington, EC1V","3,950 pcm (£912 pw)",3,Old Street,282,363,-81
https://www.rightmove.co.uk/properties/92345346#/?channel=RES_LET,"Casa Londra, London","£5,500 pcm
£1,269 pw",3,Victoria,393,708,-315
https://www.onthemarket.com/details/20008258/,"Carburton Street, London","3,200 pcm (£738 pw)",2,Oxford Circus,229,408,-179
https://www.onthemarket.com/details/19924821/,Agecroft House City Centre,"1,295 pcm (£299 pw)",2,Victoria,92,357,-265
https://www.onthemarket.com/details/20201089/,London SW7,"3,900 pcm (£900 pw)",2,Gloucester Road,279,355,-76
